Player,RND,KPR,APR,FKPR,KMAX
"Governor
TLN",43,0.86,0.07,0.23,21
Monokuma,18,0.83,0.17,0.28,15
"Flickless
UCAM",58,0.71,0.43,0.02,27
"sibeastw0w
NASR",41,0.83,0.17,0.17,19
"silenttt
ELV",19,0.79,0.21,0.05,15
"Depyro
GMX",39,0.72,0.38,0.10,17
"micaela
KRÜ.B",40,0.73,0.35,0.13,15
"antG
LOUD.GC",22,0.82,0.41,0.14,18
"Kadoom
SPE",47,0.98,0.15,0.23,24
pashab,20,0.90,0.20,0.15,18
"PROFEK
GN",71,0.70,0.30,0.07,17
"BONCE
PDF",44,0.98,0.09,0.05,23
"B1SK
KPI",58,0.86,0.17,0.22,31
"bang
100T",42,0.76,0.29,0.10,17
"babzzz
ZIK",22,0.86,0.23,0.09,19
"elllement
CGN",64,0.77,0.19,0.13,23
"Petra
G2.G",61,0.77,0.23,0.16,18
"Xdll
FL",54,0.76,0.26,0.15,27
"CLZ
FL",54,0.85,0.30,0.02,24
"adenqt
ARF",45,0.71,0.27,0.09,21
Veni,20,0.50,0.80,0.00,10
"Mabuchi
UG",37,1.11,0.19,0.16,26
"lexa
TWIS.O",42,0.71,0.29,0.05,15
"lurzy0y0
GAL",75,0.72,0.24,0.09,22
"f0rsakeN
PRX",90,0.82,0.31,0.14,22
"RedKoh
LESS",35,0.74,0.37,0.20,16
"kAdavra
DVM",18,0.50,0.33,0.06,9
"hypathor
OF",66,0.65,0.38,0.08,19
yhury,21,0.62,0.24,0.14,13
"Alessia
MDK",69,0.71,0.17,0.10,18
"BLOOM
Psyc",24,0.75,0.21,0.04,18
pyua,24,0.79,0.38,0.17,19
"Tim
ZMM.B",45,0.78,0.16,0.19,19
"7ssk7
NASR",41,0.63,0.49,0.05,18
"Techno
TRS",78,0.87,0.33,0.06,23
"Leyre
MDK",69,0.70,0.42,0.04,20
"micr0
ZOL",59,0.64,0.42,0.07,22
Chonny,18,0.94,0.28,0.11,17
"demon
Grou",23,0.78,0.30,0.13,18
"K1LLERS
FPT",80,0.80,0.18,0.16,19
