Player,RND,KPR,APR,FKPR,KMAX
kodeth,23,1.09,0.13,0.30,25
hina,15,0.67,0.13,0.20,10
"nero
NOM",34,0.59,0.50,0.00,11
Shpeedyy,63,1.03,0.17,0.24,27
Four,15,0.87,0.47,0.07,13
Shinon,149,0.91,0.50,0.15,23
"L4CE
FLY.R",168,0.79,0.40,0.10,25
"cavern
MOBAP",224,0.78,0.35,0.09,24
"Flossie
FIRE",18,0.83,0.33,0.11,15
"taka
SGZ",190,0.84,0.44,0.13,24
"kramarick
DBM",39,0.90,0.36,0.03,19
"Boaster
FNC",18,0.78,0.61,0.06,14
kirokana,44,1.11,0.09,0.20,28
"jocuS
Waff",38,0.79,0.68,0.03,17
Equa,41,0.90,0.27,0.17,20
cxz,37,0.76,0.97,0.14,16
"Magneto
tgz",19,0.68,0.74,0.05,13
"clear
BOB",76,0.88,0.18,0.22,19
sinommi,39,0.87,0.67,0.08,19
"Sunset
Curs",23,1.04,0.43,0.17,24
"seven
TSM",22,0.73,0.91,0.09,16
"jas0n
RyZe",307,0.91,0.21,0.17,23
"daf
DFM.GC",65,0.95,0.25,0.12,25
phreshlawl,16,0.94,0.50,0.00,15
"Momiji
Fish",253,0.79,0.42,0.11,24
"joshh
KZ",61,0.79,0.31,0.03,16
"France
AWAK",43,1.09,0.23,0.16,35
"Riza
DSG",147,0.89,0.35,0.10,30
"GuterWoman
SKC.Q",65,1.00,0.14,0.06,26
"Crewen
HOWL",24,0.92,0.25,0.04,22
"iyen
HU",16,0.69,0.69,0.19,11
"Aeonyx
GLAB",83,0.98,0.12,0.12,33
PKX,39,1.03,0.05,0.13,25
"Truth
BPC",94,1.06,0.20,0.27,28
"niffy
AAA",40,1.08,0.15,0.15,25
"Rudi
EXO",65,0.82,0.17,0.18,21
"furbsa
Feel",120,1.03,0.15,0.27,22
"Karen
NTH",209,0.83,0.44,0.08,25
BlackMoose,245,0.91,0.26,0.09,30
"ri4d
BLX",57,0.91,0.19,0.21,20
"maryna
YFP",45,0.73,0.38,0.11,13
"dzii
LESS",21,1.14,0.33,0.10,24
Cole,24,0.83,0.42,0.13,20
"Ragnarok
Exal",20,0.75,0.45,0.10,15
"sayuri
MIBR",61,0.66,0.64,0.05,16
"wavy
Sols",83,0.83,0.23,0.06,17
"Poison
Aubu",22,0.82,0.45,0.00,18
"Aleksandra
FIRE",33,0.70,0.39,0.09,15
"Ruxic
FF",82,0.87,0.34,0.07,23
"shenitt
X1E",20,0.90,0.15,0.00,18
"imai
FV",43,1.09,0.19,0.30,32
"Jamie
Impa",40,0.93,0.45,0.10,23
kilroy,19,1.00,0.21,0.11,19
"tokameite
KPI.S",135,0.86,0.42,0.06,20
"PepegaPig
DawN",88,1.06,0.19,0.22,26
"ijneB
OK",40,0.93,0.10,0.23,21
"hype
APK",31,0.90,0.10,0.16,16
"Reverie
KZ",69,0.78,0.29,0.06,20
riyabtw,41,0.71,0.51,0.10,16
"CLZ
FL",113,0.82,0.51,0.12,25
