,,RND,KPR,APR,FKPR,KMAX
leaf,ascent_stats,24,0.71,0.13,0.21,17
leaf,bind_stats,38,0.66,0.26,0.05,13
leaf,breeze_stats,64,0.80,0.17,0.14,23
leaf,icebox_stats,121,0.88,0.20,0.16,28
leaf,lotus_stats,59,0.81,0.20,0.12,19
leaf,split_stats,92,0.82,0.13,0.18,26
leaf,sunset_stats,114,0.85,0.22,0.18,24
zarco,ascent_stats,44,0.52,0.55,0.07,17
zarco,bind_stats,21,0.52,0.67,0.00,11
zarco,lotus_stats,17,0.53,0.35,0.12,9
zarco,split_stats,14,0.29,0.07,0.00,4
NaynbowDash,ascent_stats,56,0.66,0.34,0.09,19
NaynbowDash,icebox_stats,79,0.65,0.25,0.06,21
NaynbowDash,lotus_stats,51,0.57,0.33,0.04,13
NaynbowDash,split_stats,58,0.36,0.31,0.00,9
NaynbowDash,sunset_stats,54,0.43,0.46,0.00,11
Yukio,ascent_stats,19,0.63,0.11,0.11,12
Yukio,lotus_stats,38,0.53,0.24,0.16,18
Yukio,split_stats,23,0.96,0.13,0.26,22
AnLuu,ascent_stats,41,0.76,0.12,0.22,23
AnLuu,bind_stats,61,0.69,0.36,0.15,22
AnLuu,icebox_stats,76,0.68,0.22,0.11,20
AnLuu,lotus_stats,62,0.81,0.29,0.11,21
AnLuu,split_stats,17,1.29,0.53,0.41,22
Flickless,ascent_stats,23,0.70,0.09,0.04,16
Flickless,bind_stats,77,0.68,0.55,0.01,27
Flickless,breeze_stats,19,0.84,0.21,0.11,16
Flickless,icebox_stats,114,0.59,0.38,0.06,14
Flickless,lotus_stats,40,0.93,0.33,0.15,28
Flickless,split_stats,21,0.90,0.24,0.00,19
Flickless,sunset_stats,53,0.85,0.57,0.09,19
COLBEE11111,ascent_stats,41,0.61,0.56,0.05,14
COLBEE11111,lotus_stats,37,0.62,0.22,0.11,13
COLBEE11111,split_stats,15,0.60,0.13,0.20,9
Strange Quark,ascent_stats,57,0.67,0.26,0.05,17
Strange Quark,bind_stats,21,0.62,0.33,0.10,13
Strange Quark,lotus_stats,16,0.56,0.31,0.13,9
Strange Quark,sunset_stats,47,0.55,0.15,0.06,18
Drios,ascent_stats,116,0.56,0.20,0.05,17
Drios,bind_stats,43,0.56,0.23,0.05,16
Drios,icebox_stats,91,0.48,0.14,0.02,11
Drios,lotus_stats,39,0.49,0.36,0.03,14
Drios,split_stats,18,0.56,0.56,0.00,10
Drios,sunset_stats,23,0.30,0.35,0.00,7
naohzcx,ascent_stats,19,0.79,0.37,0.11,15
naohzcx,bind_stats,17,0.35,0.24,0.06,6
naohzcx,icebox_stats,37,0.59,0.27,0.05,14
Serena,ascent_stats,59,0.49,0.34,0.07,13
Serena,bind_stats,48,0.73,0.44,0.15,20
Serena,icebox_stats,49,0.61,0.18,0.06,17
Serena,lotus_stats,120,0.53,0.26,0.03,17
Serena,split_stats,55,0.60,0.38,0.07,13
Serena,sunset_stats,119,0.69,0.29,0.05,22
Dane,ascent_stats,334,0.60,0.28,0.04,21
Dane,bind_stats,133,0.53,0.33,0.09,17
Dane,breeze_stats,239,0.67,0.23,0.06,24
Dane,icebox_stats,151,0.54,0.17,0.05,15
Dane,lotus_stats,375,0.70,0.32,0.07,33
Dane,split_stats,183,0.79,0.39,0.06,23
Dane,sunset_stats,217,0.57,0.35,0.05,15
Wrath,ascent_stats,26,0.46,0.27,0.04,12
Wrath,icebox_stats,15,0.27,0.33,0.07,4
Wrath,lotus_stats,21,0.43,0.81,0.00,9
Wrath,sunset_stats,16,0.56,0.31,0.06,9
DESTRUCT1VEE,ascent_stats,72,0.68,0.32,0.06,20
DESTRUCT1VEE,bind_stats,113,0.63,0.28,0.07,20
DESTRUCT1VEE,breeze_stats,21,0.95,0.29,0.14,20
DESTRUCT1VEE,icebox_stats,57,0.61,0.33,0.04,13
DESTRUCT1VEE,lotus_stats,108,0.85,0.44,0.15,24
DESTRUCT1VEE,split_stats,123,0.67,0.22,0.11,20
DESTRUCT1VEE,sunset_stats,135,0.65,0.30,0.12,18
zin,ascent_stats,22,0.73,0.18,0.14,16
zin,lotus_stats,24,0.96,0.04,0.13,23
zin,split_stats,18,0.33,0.22,0.06,6
Polarick,ascent_stats,18,0.61,0.72,0.00,11
Polarick,lotus_stats,21,0.67,0.14,0.05,14
Polarick,split_stats,16,0.63,0.31,0.06,10
Polarick,sunset_stats,15,0.53,0.20,0.00,8
feral,ascent_stats,22,0.73,0.09,0.09,16
feral,bind_stats,21,0.57,0.29,0.14,12
Dano,ascent_stats,45,0.58,0.58,0.07,18
Dano,bind_stats,65,0.62,0.69,0.05,18
Dano,breeze_stats,79,0.71,0.57,0.06,16
Dano,icebox_stats,44,0.55,0.27,0.00,12
Dano,lotus_stats,34,0.65,0.76,0.12,14
Dano,split_stats,60,0.43,0.33,0.00,13
mateo,ascent_stats,73,0.66,0.41,0.04,18
mateo,bind_stats,152,0.53,0.34,0.03,17
mateo,icebox_stats,101,0.62,0.35,0.07,19
mateo,lotus_stats,216,0.60,0.28,0.05,22
mateo,sunset_stats,28,0.64,0.29,0.04,18
kAdavra,ascent_stats,57,0.70,0.19,0.09,17
kAdavra,bind_stats,37,0.49,0.16,0.03,9
kAdavra,lotus_stats,86,0.79,0.15,0.02,20
kAdavra,split_stats,65,0.94,0.22,0.11,24
kAdavra,sunset_stats,63,0.75,0.16,0.06,20
Louitan,ascent_stats,39,0.64,0.38,0.00,14
Louitan,bind_stats,82,0.59,0.22,0.10,19
Louitan,breeze_stats,42,0.60,0.26,0.07,13
Louitan,icebox_stats,81,0.62,0.26,0.01,17
Louitan,lotus_stats,59,0.73,0.25,0.14,18
Louitan,split_stats,141,0.76,0.33,0.05,23
Louitan,sunset_stats,23,0.91,0.13,0.17,21
dRKY,ascent_stats,100,0.65,0.45,0.07,18
dRKY,bind_stats,45,0.42,0.53,0.04,11
dRKY,breeze_stats,21,0.67,0.24,0.14,14
dRKY,icebox_stats,20,0.50,0.25,0.10,10
dRKY,lotus_stats,108,0.58,0.50,0.01,18
dRKY,split_stats,45,0.87,0.42,0.00,23
dRKY,sunset_stats,84,0.49,0.38,0.01,14
Alexx,ascent_stats,43,0.58,0.49,0.07,16
Alexx,icebox_stats,83,0.58,0.19,0.04,17
Alexx,lotus_stats,39,0.72,0.44,0.03,17
Alexx,split_stats,26,0.65,0.31,0.00,17
Chrissy,ascent_stats,101,0.77,0.18,0.19,20
Chrissy,bind_stats,40,0.63,0.08,0.25,17
Chrissy,breeze_stats,17,0.41,0.24,0.24,7
Chrissy,lotus_stats,17,0.88,0.18,0.18,15
Chrissy,split_stats,17,0.53,0.18,0.12,9
Chrissy,sunset_stats,97,0.75,0.09,0.22,17
RvK,ascent_stats,111,0.57,0.26,0.08,18
RvK,breeze_stats,99,0.76,0.21,0.12,23
RvK,icebox_stats,141,0.72,0.27,0.12,19
RvK,lotus_stats,231,0.64,0.23,0.09,26
RvK,split_stats,83,0.58,0.31,0.11,19
RvK,sunset_stats,33,1.00,0.24,0.12,17
Vow,ascent_stats,104,0.55,0.30,0.05,17
Vow,bind_stats,26,1.04,0.50,0.08,27
Vow,breeze_stats,20,0.50,0.15,0.05,10
Vow,icebox_stats,107,0.67,0.26,0.06,24
Vow,lotus_stats,110,0.76,0.21,0.12,27
Vow,split_stats,87,0.72,0.22,0.10,22
Vow,sunset_stats,42,0.83,0.14,0.07,21
Syuz,ascent_stats,87,0.60,0.28,0.06,16
Syuz,bind_stats,145,0.62,0.32,0.10,20
Syuz,breeze_stats,47,0.83,0.47,0.11,27
Syuz,icebox_stats,58,0.81,0.09,0.21,21
Syuz,lotus_stats,85,0.81,0.49,0.16,20
Syuz,split_stats,104,0.61,0.34,0.08,19
Syuz,sunset_stats,136,0.77,0.32,0.10,24
DYoung,ascent_stats,33,0.82,0.24,0.18,20
DYoung,bind_stats,28,0.86,0.29,0.21,24
DYoung,breeze_stats,40,0.68,0.13,0.28,17
DYoung,icebox_stats,45,0.93,0.36,0.18,27
DYoung,lotus_stats,16,0.63,0.13,0.13,10
DYoung,sunset_stats,48,0.83,0.33,0.15,20
jj,ascent_stats,24,0.54,0.33,0.04,13
jj,icebox_stats,38,0.50,0.29,0.03,10
jj,lotus_stats,24,0.46,0.08,0.13,11
jj,split_stats,16,0.38,0.13,0.00,6
Buñuelita,ascent_stats,130,0.62,0.22,0.15,17
Buñuelita,breeze_stats,57,1.14,0.11,0.18,24
Buñuelita,icebox_stats,137,0.82,0.18,0.20,23
Buñuelita,lotus_stats,106,0.73,0.13,0.17,25
Buñuelita,split_stats,22,0.41,0.18,0.00,9
Buñuelita,sunset_stats,17,0.24,0.47,0.06,4
sym,ascent_stats,92,0.80,0.09,0.29,28
sym,bind_stats,48,0.85,0.15,0.27,24
sym,breeze_stats,106,1.00,0.16,0.23,24
sym,icebox_stats,134,0.80,0.54,0.18,21
sym,lotus_stats,155,1.00,0.22,0.26,29
sym,split_stats,125,0.86,0.22,0.23,24
sym,sunset_stats,24,0.46,0.21,0.33,11
angel,ascent_stats,38,0.66,0.18,0.05,17
angel,bind_stats,19,0.84,0.79,0.05,16
angel,breeze_stats,22,0.55,0.23,0.05,12
angel,icebox_stats,24,0.83,0.38,0.04,20
angel,lotus_stats,29,0.48,0.62,0.03,8
sher,ascent_stats,20,0.75,0.15,0.10,15
sher,bind_stats,19,0.79,0.11,0.05,15
sher,breeze_stats,14,0.29,0.29,0.14,4
sher,icebox_stats,15,0.53,0.13,0.07,8
sher,lotus_stats,17,0.35,0.18,0.00,6
sher,sunset_stats,14,0.21,0.14,0.00,3
AdrianL,ascent_stats,53,0.62,0.13,0.09,12
AdrianL,bind_stats,21,0.81,0.05,0.14,17
AdrianL,breeze_stats,33,0.55,0.09,0.06,11
AdrianL,icebox_stats,62,0.45,0.06,0.08,14
AdrianL,lotus_stats,113,0.68,0.14,0.12,17
AdrianL,split_stats,101,0.56,0.13,0.06,20
AdrianL,sunset_stats,92,0.66,0.16,0.10,23
teku,ascent_stats,110,0.57,0.34,0.03,22
teku,icebox_stats,23,0.43,0.30,0.09,10
teku,lotus_stats,19,0.47,0.16,0.05,9
teku,split_stats,42,0.64,0.12,0.07,15
teku,sunset_stats,37,0.54,0.22,0.03,14
Starfire,ascent_stats,20,0.70,0.40,0.00,14
Starfire,bind_stats,14,0.43,0.43,0.07,6
Starfire,lotus_stats,18,0.33,0.39,0.00,6
Starfire,sunset_stats,21,0.38,0.24,0.00,8
Julis,ascent_stats,58,0.59,0.53,0.05,21
Julis,bind_stats,42,0.64,0.33,0.07,16
Julis,lotus_stats,19,1.05,0.26,0.16,20
Julis,sunset_stats,23,0.57,0.17,0.13,13
cawn,ascent_stats,98,0.62,0.51,0.10,17
cawn,bind_stats,96,0.91,0.32,0.19,22
cawn,icebox_stats,58,0.71,0.21,0.16,20
cawn,lotus_stats,121,0.78,0.13,0.13,23
cawn,split_stats,59,0.81,0.20,0.15,19
cawn,sunset_stats,24,0.50,0.08,0.04,12
shhkyy,ascent_stats,45,0.58,0.42,0.04,15
shhkyy,bind_stats,38,0.74,0.24,0.03,15
shhkyy,icebox_stats,26,0.62,0.08,0.08,16
shhkyy,lotus_stats,37,0.78,0.11,0.14,15
shhkyy,sunset_stats,19,0.37,0.37,0.05,7
guac,ascent_stats,22,0.59,0.23,0.09,13
guac,breeze_stats,21,0.57,0.24,0.10,12
zxc,ascent_stats,65,0.57,0.26,0.02,14
zxc,bind_stats,40,0.55,0.20,0.08,12
zxc,icebox_stats,101,0.58,0.30,0.03,21
zxc,lotus_stats,23,0.83,0.13,0.00,19
zxc,split_stats,32,0.41,0.28,0.06,8
zxc,sunset_stats,42,0.64,0.29,0.05,14
Kel,ascent_stats,22,0.55,0.55,0.14,12
Kel,bind_stats,50,0.68,0.28,0.06,20
Kel,breeze_stats,104,0.73,0.18,0.10,22
Kel,icebox_stats,82,0.73,0.12,0.07,19
Kel,lotus_stats,113,0.69,0.14,0.11,19
Kel,split_stats,44,0.52,0.32,0.02,14
Kel,sunset_stats,70,0.66,0.27,0.06,16
Snowwke,ascent_stats,33,0.70,0.21,0.18,16
Snowwke,bind_stats,21,0.76,0.33,0.24,16
Snowwke,icebox_stats,46,0.80,0.20,0.15,33
Snowwke,split_stats,14,0.64,0.14,0.29,9
Snowwke,sunset_stats,40,0.98,0.20,0.28,20
nenuay,ascent_stats,24,0.67,0.54,0.04,16
nenuay,bind_stats,128,0.86,0.29,0.02,29
nenuay,lotus_stats,85,0.80,0.38,0.07,19
nenuay,split_stats,43,0.49,0.53,0.00,12
nenuay,sunset_stats,35,0.63,0.37,0.06,17
Morphiius,ascent_stats,75,0.64,0.29,0.15,18
Morphiius,bind_stats,45,0.71,0.47,0.13,18
Morphiius,breeze_stats,20,0.50,0.25,0.15,10
Morphiius,icebox_stats,22,1.00,0.23,0.32,22
Morphiius,lotus_stats,72,0.82,0.31,0.13,20
Lightning,ascent_stats,23,0.52,0.35,0.09,12
Lightning,icebox_stats,17,0.53,0.18,0.00,9
Lightning,lotus_stats,21,0.76,0.29,0.05,16
kobra,ascent_stats,81,0.74,0.07,0.15,24
kobra,bind_stats,19,0.63,0.11,0.05,12
kobra,icebox_stats,56,0.68,0.13,0.13,13
kobra,lotus_stats,17,0.53,0.24,0.06,9
kobra,split_stats,41,0.76,0.07,0.32,20
kobra,sunset_stats,75,0.92,0.08,0.21,22
Trime,ascent_stats,41,0.90,0.07,0.27,30
Trime,bind_stats,43,0.67,0.12,0.21,21
Trime,split_stats,17,1.06,0.24,0.29,18
Trime,sunset_stats,39,0.77,0.18,0.18,24
carolis,ascent_stats,68,0.54,0.56,0.04,13
carolis,icebox_stats,14,0.14,0.07,0.00,2
carolis,lotus_stats,64,0.69,0.30,0.08,16
carolis,split_stats,19,0.63,0.58,0.00,12
Leia,ascent_stats,15,0.73,0.00,0.00,11
Leia,breeze_stats,43,0.86,0.09,0.14,24
Leia,icebox_stats,18,0.56,0.44,0.00,10
Leia,lotus_stats,53,0.62,0.19,0.21,23
MrChair,ascent_stats,23,0.65,0.30,0.04,15
MrChair,bind_stats,15,1.00,0.13,0.13,15
MrChair,breeze_stats,52,0.73,0.17,0.15,22
MrChair,icebox_stats,70,0.70,0.26,0.07,19
noheart,ascent_stats,33,0.70,0.30,0.09,19
noheart,icebox_stats,86,0.69,0.20,0.13,23
vGoldBlaze,ascent_stats,24,0.46,0.46,0.00,11
vGoldBlaze,bind_stats,17,0.82,0.24,0.06,14
vGoldBlaze,icebox_stats,21,0.43,0.33,0.05,9
vGoldBlaze,lotus_stats,24,0.33,0.33,0.04,8
vGoldBlaze,split_stats,21,0.48,0.24,0.00,10
vGoldBlaze,sunset_stats,21,0.67,0.48,0.00,14
DeepMans,ascent_stats,46,0.67,0.20,0.11,20
DeepMans,bind_stats,17,0.41,0.06,0.06,7
DeepMans,icebox_stats,61,0.74,0.21,0.13,19
DeepMans,lotus_stats,50,0.62,0.26,0.10,16
DeepMans,split_stats,69,0.62,0.35,0.12,16
DeepMans,sunset_stats,48,0.83,0.35,0.08,16
Sanliujiujiujiu,ascent_stats,103,0.50,0.28,0.00,14
Sanliujiujiujiu,bind_stats,47,0.49,0.26,0.04,16
Sanliujiujiujiu,breeze_stats,46,0.74,0.30,0.04,17
Sanliujiujiujiu,lotus_stats,119,0.56,0.68,0.03,18
Sanliujiujiujiu,split_stats,38,0.63,0.55,0.05,14
Sanliujiujiujiu,sunset_stats,44,0.50,0.25,0.00,14
elaa,ascent_stats,20,0.55,0.45,0.10,11
elaa,bind_stats,28,0.79,0.07,0.11,22
elaa,sunset_stats,15,0.87,0.60,0.07,13
Venka,ascent_stats,103,0.80,0.12,0.17,21
Venka,bind_stats,143,0.80,0.17,0.23,21
Venka,breeze_stats,76,0.80,0.09,0.14,21
Venka,icebox_stats,137,0.92,0.11,0.33,28
Venka,lotus_stats,163,0.82,0.11,0.13,26
Venka,split_stats,108,0.64,0.17,0.18,18
Venka,sunset_stats,23,0.96,0.30,0.30,22
l0udly,ascent_stats,24,0.50,0.21,0.08,12
l0udly,bind_stats,23,0.61,0.13,0.09,14
l0udly,icebox_stats,63,0.62,0.29,0.11,16
l0udly,lotus_stats,18,0.72,0.22,0.06,13
l0udly,split_stats,19,0.95,0.05,0.05,18
l0udly,sunset_stats,103,0.73,0.26,0.12,21
kachaiki,ascent_stats,65,0.63,0.29,0.11,20
kachaiki,bind_stats,46,0.63,0.39,0.07,17
kachaiki,icebox_stats,40,0.60,0.25,0.13,14
kachaiki,lotus_stats,65,0.69,0.35,0.08,17
kachaiki,split_stats,72,0.74,0.38,0.07,25
Parcval,ascent_stats,55,0.56,0.13,0.09,16
Parcval,bind_stats,62,0.74,0.15,0.11,20
Parcval,lotus_stats,26,0.62,0.19,0.08,16
Parcval,split_stats,77,0.44,0.17,0.05,12
Parcval,sunset_stats,89,0.81,0.11,0.13,19
Lokkara,ascent_stats,24,0.54,0.42,0.00,13
Lokkara,bind_stats,17,0.71,0.12,0.00,12
Lokkara,lotus_stats,39,0.72,0.33,0.03,15
Lokkara,split_stats,20,0.70,0.25,0.10,14
Marti,ascent_stats,113,0.66,0.27,0.17,22
Marti,breeze_stats,43,0.98,0.14,0.12,21
Marti,icebox_stats,73,0.64,0.34,0.07,28
Marti,lotus_stats,109,0.69,0.29,0.06,19
Marti,split_stats,22,0.50,0.59,0.09,11
Marti,sunset_stats,20,0.70,0.15,0.00,14
Sunberries,ascent_stats,19,0.58,0.16,0.11,11
Sunberries,breeze_stats,39,0.44,0.10,0.03,9
Sunberries,lotus_stats,38,0.47,0.18,0.08,13
Sunberries,sunset_stats,35,0.69,0.17,0.06,18
Stella,ascent_stats,67,0.57,0.39,0.09,17
Stella,bind_stats,14,0.43,0.36,0.00,6
Stella,breeze_stats,16,0.13,0.06,0.00,2
Stella,icebox_stats,19,0.37,0.16,0.11,7
Stella,lotus_stats,76,0.61,0.46,0.09,16
Stella,sunset_stats,14,0.21,0.07,0.07,3
scourge,ascent_stats,44,0.59,0.25,0.09,15
scourge,bind_stats,45,0.80,0.09,0.13,19
scourge,lotus_stats,68,0.63,0.15,0.07,19
scourge,sunset_stats,50,0.68,0.26,0.10,19
Makchin,ascent_stats,79,0.59,0.18,0.15,17
Makchin,bind_stats,32,0.78,0.19,0.19,25
Makchin,icebox_stats,15,0.33,0.20,0.07,5
Makchin,lotus_stats,51,0.92,0.25,0.14,20
Makchin,sunset_stats,72,0.85,0.18,0.18,18
Laraj,ascent_stats,40,0.53,0.60,0.05,11
Laraj,icebox_stats,51,0.45,0.27,0.00,16
Laraj,split_stats,24,0.67,0.29,0.17,16
Schlemy,ascent_stats,57,0.68,0.33,0.04,16
Schlemy,icebox_stats,35,0.94,0.37,0.06,21
Schlemy,lotus_stats,22,0.27,0.23,0.05,6
Schlemy,split_stats,28,0.54,0.00,0.14,15
Schlemy,sunset_stats,22,0.86,0.23,0.14,19
Coax,ascent_stats,129,0.59,0.30,0.05,17
Coax,bind_stats,200,0.61,0.26,0.08,20
Coax,icebox_stats,37,0.76,0.14,0.08,16
Coax,lotus_stats,59,0.56,0.19,0.05,15
Coax,split_stats,38,0.34,0.29,0.05,9
Coax,sunset_stats,174,0.67,0.28,0.06,21
FieRo,ascent_stats,39,0.74,0.13,0.08,19
FieRo,icebox_stats,18,0.89,0.00,0.22,16
FieRo,sunset_stats,22,1.55,0.14,0.27,34
Kali9su,ascent_stats,93,0.59,0.38,0.06,17
Kali9su,bind_stats,60,0.77,0.28,0.13,18
Kali9su,lotus_stats,48,0.79,0.23,0.19,25
Kali9su,split_stats,84,0.76,0.20,0.10,24
Kali9su,sunset_stats,37,0.73,0.43,0.11,17
Lami,ascent_stats,60,0.67,0.27,0.00,14
Lami,bind_stats,19,0.32,0.00,0.00,6
Lami,icebox_stats,14,0.71,0.36,0.00,10
Lami,lotus_stats,26,0.38,0.42,0.08,10
Lami,split_stats,19,0.79,0.53,0.16,15
Lami,sunset_stats,33,0.39,0.39,0.06,7
supA,ascent_stats,105,0.52,0.33,0.04,17
supA,bind_stats,21,0.67,0.10,0.05,14
supA,icebox_stats,39,0.64,0.28,0.05,13
supA,lotus_stats,51,0.49,0.20,0.00,14
Jangler,ascent_stats,119,0.54,0.49,0.02,15
Jangler,bind_stats,134,0.50,0.31,0.01,16
Jangler,breeze_stats,62,0.48,0.47,0.03,13
Jangler,icebox_stats,184,0.55,0.29,0.03,14
Jangler,lotus_stats,171,0.59,0.39,0.02,19
Jangler,split_stats,117,0.68,0.38,0.03,18
Zoue,ascent_stats,19,0.58,0.37,0.00,11
Zoue,bind_stats,111,0.90,0.38,0.08,25
Zoue,breeze_stats,34,0.62,0.24,0.06,16
Zoue,icebox_stats,38,0.89,0.32,0.13,25
Zoue,lotus_stats,54,0.91,0.41,0.13,24
Zoue,split_stats,102,0.79,0.50,0.11,20
Zoue,sunset_stats,94,0.90,0.54,0.10,20
Kurua,ascent_stats,17,0.76,0.06,0.00,13
Kurua,bind_stats,14,0.43,0.14,0.00,6
Kurua,lotus_stats,14,0.50,0.07,0.07,7
Kurua,split_stats,23,0.65,0.17,0.09,15
Yawnpeek,ascent_stats,103,0.52,0.56,0.02,14
Yawnpeek,bind_stats,61,0.72,0.16,0.23,26
Yawnpeek,icebox_stats,92,0.58,0.22,0.05,15
Yawnpeek,lotus_stats,118,0.72,0.18,0.24,18
Yawnpeek,split_stats,35,0.54,0.11,0.06,10
Yawnpeek,sunset_stats,92,0.62,0.24,0.11,18
Merchi,ascent_stats,40,0.58,0.33,0.13,12
Merchi,bind_stats,17,0.59,0.24,0.06,10
Merchi,icebox_stats,51,0.59,0.37,0.06,15
Jaeky,ascent_stats,20,0.55,0.30,0.00,11
Jaeky,bind_stats,22,0.77,0.18,0.05,17
NAH ID WIN,ascent_stats,20,0.50,0.50,0.05,10
NAH ID WIN,icebox_stats,21,0.71,0.24,0.14,15
NAH ID WIN,lotus_stats,20,0.65,0.15,0.10,13
ume,ascent_stats,43,0.63,0.19,0.09,14
ume,bind_stats,14,0.93,0.50,0.07,13
ume,breeze_stats,23,0.83,0.22,0.13,19
ume,split_stats,73,0.67,0.33,0.08,16
Fri,ascent_stats,147,0.52,0.45,0.09,18
Fri,bind_stats,41,0.68,0.22,0.07,20
Fri,breeze_stats,16,1.19,0.25,0.19,19
Fri,icebox_stats,61,0.62,0.18,0.07,16
Fri,lotus_stats,55,0.44,0.18,0.04,13
Fri,split_stats,125,0.50,0.50,0.08,15
Fri,sunset_stats,15,0.27,0.33,0.07,4
nixx,ascent_stats,45,0.73,0.20,0.04,21
nixx,bind_stats,54,0.81,0.33,0.13,25
nixx,icebox_stats,99,0.76,0.20,0.14,21
nixx,lotus_stats,41,0.73,0.29,0.07,16
nixx,split_stats,24,0.83,0.29,0.13,20
nixx,sunset_stats,67,0.79,0.33,0.13,19
mta,ascent_stats,24,0.50,0.58,0.08,12
mta,icebox_stats,22,0.64,0.68,0.14,14
mta,split_stats,21,0.62,0.29,0.10,13
mta,sunset_stats,43,0.58,0.37,0.12,13
Huso,ascent_stats,23,0.65,0.13,0.00,15
Huso,bind_stats,93,0.92,0.20,0.16,28
Huso,breeze_stats,151,0.87,0.23,0.13,29
Huso,icebox_stats,46,0.65,0.15,0.09,15
Huso,lotus_stats,139,0.72,0.33,0.15,18
Huso,split_stats,159,0.88,0.23,0.21,30
Huso,sunset_stats,69,0.72,0.16,0.25,21
tezza,ascent_stats,80,0.55,0.46,0.06,13
tezza,lotus_stats,96,0.66,0.30,0.07,32
Xmj,ascent_stats,123,0.63,0.14,0.07,25
Xmj,bind_stats,26,0.77,0.69,0.04,20
Xmj,icebox_stats,96,0.65,0.13,0.07,17
Xmj,lotus_stats,36,0.69,0.03,0.14,15
Xmj,sunset_stats,24,0.67,0.29,0.04,16
unhoLy,ascent_stats,18,0.72,0.22,0.06,13
unhoLy,bind_stats,22,0.73,0.32,0.00,16
unhoLy,icebox_stats,23,0.70,0.13,0.04,16
Arthwook,ascent_stats,40,0.88,0.23,0.15,28
Arthwook,bind_stats,26,0.85,0.19,0.08,22
Arthwook,lotus_stats,17,0.41,0.35,0.12,7
Rea,ascent_stats,42,0.60,0.26,0.07,15
Rea,bind_stats,44,0.84,0.32,0.07,22
Rea,breeze_stats,26,0.65,0.15,0.08,17
Rea,icebox_stats,24,0.75,0.04,0.04,18
Rea,lotus_stats,22,0.77,0.36,0.05,17
Rea,split_stats,82,0.62,0.22,0.04,18
Rea,sunset_stats,58,0.76,0.17,0.12,19
Maky,ascent_stats,45,0.62,0.20,0.16,15
Maky,bind_stats,55,0.78,0.16,0.15,24
Maky,breeze_stats,15,0.47,0.13,0.07,7
Maky,icebox_stats,26,0.77,0.15,0.15,20
Maky,split_stats,18,0.44,0.28,0.11,8
frutata,ascent_stats,20,0.50,0.30,0.10,10
frutata,split_stats,18,0.61,0.11,0.00,11
zino1x,ascent_stats,43,0.60,0.56,0.05,15
zino1x,bind_stats,23,0.91,0.39,0.04,21
zino1x,icebox_stats,24,0.67,0.42,0.13,16
zino1x,lotus_stats,81,0.94,0.44,0.07,23
zino1x,split_stats,37,1.03,0.38,0.05,20
Haze,ascent_stats,36,0.78,0.17,0.25,14
Haze,icebox_stats,58,0.48,0.22,0.17,12
Haze,lotus_stats,19,0.89,0.32,0.21,17
Haze,split_stats,19,0.53,0.26,0.00,10
Haze,sunset_stats,20,0.65,0.25,0.25,13
Jackk,ascent_stats,39,0.72,0.13,0.13,19
Jackk,breeze_stats,16,0.50,0.38,0.38,8
Jackk,lotus_stats,38,0.63,0.16,0.16,14
mrwonton,ascent_stats,35,0.80,0.26,0.06,24
mrwonton,lotus_stats,17,1.29,0.29,0.18,22
mrwonton,split_stats,20,0.45,0.15,0.00,9
Misaika,ascent_stats,81,0.67,0.23,0.14,18
Misaika,bind_stats,43,0.49,0.40,0.05,12
Misaika,breeze_stats,35,0.46,0.06,0.03,14
Misaika,split_stats,65,0.68,0.29,0.18,29
BeltiN,ascent_stats,18,0.67,0.33,0.00,12
BeltiN,sunset_stats,15,0.13,0.07,0.00,2
SinS,ascent_stats,62,0.60,0.24,0.03,14
SinS,bind_stats,17,0.35,0.06,0.00,6
SinS,breeze_stats,18,0.39,0.11,0.00,7
SinS,icebox_stats,43,0.35,0.07,0.00,8
SinS,lotus_stats,18,0.67,0.61,0.00,12
SinS,split_stats,32,0.59,0.16,0.09,10
SinS,sunset_stats,40,0.85,0.23,0.13,28
Rereiana,ascent_stats,113,0.62,0.16,0.06,19
Rereiana,bind_stats,266,0.70,0.27,0.08,22
Rereiana,breeze_stats,126,0.61,0.24,0.06,16
Rereiana,icebox_stats,130,0.48,0.36,0.04,13
Rereiana,lotus_stats,203,0.70,0.30,0.08,30
Rereiana,sunset_stats,134,0.84,0.26,0.12,23
Altered,ascent_stats,57,0.67,0.25,0.12,14
Altered,breeze_stats,22,0.68,0.14,0.18,15
Altered,icebox_stats,36,0.56,0.03,0.06,14
Altered,sunset_stats,26,0.46,0.35,0.08,12
juice,ascent_stats,18,0.72,0.06,0.06,13
juice,bind_stats,16,0.75,0.00,0.13,12
juice,icebox_stats,34,0.79,0.03,0.12,19
juice,lotus_stats,35,0.49,0.06,0.06,13
juice,split_stats,17,0.41,0.00,0.00,7
Sher1o,ascent_stats,116,0.64,0.12,0.04,31
Sher1o,bind_stats,115,0.68,0.26,0.08,21
Sher1o,breeze_stats,17,0.53,0.18,0.00,9
Sher1o,icebox_stats,15,0.80,0.40,0.13,12
Sher1o,lotus_stats,126,0.67,0.13,0.07,28
Sher1o,split_stats,132,0.37,0.31,0.05,15
Sher1o,sunset_stats,54,0.46,0.26,0.04,11
B1SK,ascent_stats,24,0.67,0.00,0.21,16
B1SK,bind_stats,77,0.78,0.16,0.18,31
