id,user,ascent_stats,bind_stats,breeze_stats,icebox_stats,lotus_stats,split_stats,sunset_stats
31593,kiss,"{'RND': '196', 'KPR': '1.08', 'APR': '0.21', 'FKPR': '0.29', 'KMAX': '31'}","{'RND': '130', 'KPR': '0.90', 'APR': '0.17', 'FKPR': '0.17', 'KMAX': '22'}","{'RND': '20', 'KPR': '0.75', 'APR': '0.15', 'FKPR': '0.20', 'KMAX': '15'}","{'RND': '40', 'KPR': '0.90', 'APR': '0.20', 'FKPR': '0.33', 'KMAX': '22'}","{'RND': '260', 'KPR': '0.86', 'APR': '0.18', 'FKPR': '0.22', 'KMAX': '27'}","{'RND': '237', 'KPR': '0.84', 'APR': '0.16', 'FKPR': '0.21', 'KMAX': '25'}","{'RND': '93', 'KPR': '0.80', 'APR': '0.23', 'FKPR': '0.20', 'KMAX': '23'}"
33714,vina,"{'RND': '196', 'KPR': '0.68', 'APR': '0.46', 'FKPR': '0.07', 'KMAX': '19'}","{'RND': '130', 'KPR': '0.82', 'APR': '0.28', 'FKPR': '0.17', 'KMAX': '21'}","{'RND': '20', 'KPR': '0.55', 'APR': '0.20', 'FKPR': '0.05', 'KMAX': '11'}","{'RND': '40', 'KPR': '0.88', 'APR': '0.45', 'FKPR': '0.15', 'KMAX': '22'}","{'RND': '260', 'KPR': '0.66', 'APR': '0.34', 'FKPR': '0.11', 'KMAX': '26'}","{'RND': '237', 'KPR': '0.59', 'APR': '0.34', 'FKPR': '0.05', 'KMAX': '22'}","{'RND': '93', 'KPR': '0.70', 'APR': '0.46', 'FKPR': '0.10', 'KMAX': '20'}"
22814,gloom,"{'RND': '177', 'KPR': '0.64', 'APR': '0.64', 'FKPR': '0.06', 'KMAX': '19'}","{'RND': '130', 'KPR': '0.61', 'APR': '0.31', 'FKPR': '0.09', 'KMAX': '16'}","{'RND': '20', 'KPR': '0.30', 'APR': '0.55', 'FKPR': '0.05', 'KMAX': '6'}","{'RND': '23', 'KPR': '0.83', 'APR': '0.78', 'FKPR': '0.09', 'KMAX': '19'}","{'RND': '243', 'KPR': '0.67', 'APR': '0.41', 'FKPR': '0.09', 'KMAX': '21'}","{'RND': '237', 'KPR': '0.87', 'APR': '0.24', 'FKPR': '0.15', 'KMAX': '30'}","{'RND': '93', 'KPR': '0.80', 'APR': '0.59', 'FKPR': '0.10', 'KMAX': '24'}"
31589,murza,"{'RND': '19', 'KPR': '1.05', 'APR': '0.32', 'FKPR': '0.11', 'KMAX': '20'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '17', 'KPR': '0.59', 'APR': '0.35', 'FKPR': '0.06', 'KMAX': '10'}","{'RND': '17', 'KPR': '0.82', 'APR': '0.12', 'FKPR': '0.06', 'KMAX': '14'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
26316,raymen,"{'RND': '196', 'KPR': '0.68', 'APR': '0.19', 'FKPR': '0.04', 'KMAX': '16'}","{'RND': '130', 'KPR': '0.71', 'APR': '0.42', 'FKPR': '0.05', 'KMAX': '19'}","{'RND': '20', 'KPR': '0.55', 'APR': '0.25', 'FKPR': '0.05', 'KMAX': '11'}","{'RND': '40', 'KPR': '0.98', 'APR': '0.13', 'FKPR': '0.05', 'KMAX': '26'}","{'RND': '260', 'KPR': '0.73', 'APR': '0.21', 'FKPR': '0.08', 'KMAX': '31'}","{'RND': '237', 'KPR': '0.62', 'APR': '0.33', 'FKPR': '0.06', 'KMAX': '19'}","{'RND': '93', 'KPR': '0.61', 'APR': '0.26', 'FKPR': '0.08', 'KMAX': '19'}"
26310,IKANA,"{'RND': '196', 'KPR': '0.85', 'APR': '0.31', 'FKPR': '0.09', 'KMAX': '24'}","{'RND': '130', 'KPR': '0.76', 'APR': '0.52', 'FKPR': '0.08', 'KMAX': '23'}","{'RND': '20', 'KPR': '0.85', 'APR': '0.15', 'FKPR': '0.00', 'KMAX': '17'}","{'RND': '40', 'KPR': '0.68', 'APR': '0.43', 'FKPR': '0.03', 'KMAX': '14'}","{'RND': '260', 'KPR': '0.82', 'APR': '0.37', 'FKPR': '0.08', 'KMAX': '33'}","{'RND': '237', 'KPR': '0.78', 'APR': '0.44', 'FKPR': '0.07', 'KMAX': '32'}","{'RND': '93', 'KPR': '0.74', 'APR': '0.42', 'FKPR': '0.08', 'KMAX': '21'}"
5009,LuffysaN,"{'RND': '168', 'KPR': '0.59', 'APR': '0.27', 'FKPR': '0.05', 'KMAX': '18'}","{'RND': '18', 'KPR': '0.50', 'APR': '0.00', 'FKPR': '0.00', 'KMAX': '9'}","{'RND': '32', 'KPR': '0.38', 'APR': '0.16', 'FKPR': '0.00', 'KMAX': '6'}","{'RND': '61', 'KPR': '0.56', 'APR': '0.03', 'FKPR': '0.02', 'KMAX': '15'}","{'RND': '74', 'KPR': '0.57', 'APR': '0.26', 'FKPR': '0.04', 'KMAX': '16'}","{'RND': '59', 'KPR': '0.76', 'APR': '0.19', 'FKPR': '0.05', 'KMAX': '21'}","{'RND': '73', 'KPR': '0.68', 'APR': '0.29', 'FKPR': '0.08', 'KMAX': '22'}"
40631,Surve,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
7485,ezzy,"{'RND': '185', 'KPR': '0.76', 'APR': '0.18', 'FKPR': '0.10', 'KMAX': '21'}","{'RND': '18', 'KPR': '0.78', 'APR': '0.22', 'FKPR': '0.28', 'KMAX': '14'}","{'RND': '32', 'KPR': '0.44', 'APR': '0.13', 'FKPR': '0.13', 'KMAX': '12'}","{'RND': '61', 'KPR': '0.80', 'APR': '0.15', 'FKPR': '0.11', 'KMAX': '25'}","{'RND': '100', 'KPR': '0.62', 'APR': '0.20', 'FKPR': '0.10', 'KMAX': '24'}","{'RND': '80', 'KPR': '0.59', 'APR': '0.18', 'FKPR': '0.13', 'KMAX': '14'}","{'RND': '73', 'KPR': '0.64', 'APR': '0.18', 'FKPR': '0.07', 'KMAX': '15'}"
30877,LilBOii,"{'RND': '137', 'KPR': '0.68', 'APR': '0.09', 'FKPR': '0.15', 'KMAX': '24'}","{'RND': '18', 'KPR': '0.72', 'APR': '0.22', 'FKPR': '0.11', 'KMAX': '13'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '61', 'KPR': '0.70', 'APR': '0.18', 'FKPR': '0.10', 'KMAX': '21'}","{'RND': '41', 'KPR': '0.61', 'APR': '0.24', 'FKPR': '0.12', 'KMAX': '17'}","{'RND': '62', 'KPR': '0.61', 'APR': '0.15', 'FKPR': '0.11', 'KMAX': '17'}","{'RND': '73', 'KPR': '0.42', 'APR': '0.11', 'FKPR': '0.05', 'KMAX': '10'}"
5536,Whimp,"{'RND': '164', 'KPR': '0.63', 'APR': '0.37', 'FKPR': '0.09', 'KMAX': '24'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '65', 'KPR': '0.51', 'APR': '0.09', 'FKPR': '0.03', 'KMAX': '13'}","{'RND': '60', 'KPR': '0.48', 'APR': '0.20', 'FKPR': '0.07', 'KMAX': '10'}","{'RND': '107', 'KPR': '0.42', 'APR': '0.27', 'FKPR': '0.04', 'KMAX': '13'}","{'RND': '65', 'KPR': '0.60', 'APR': '0.54', 'FKPR': '0.00', 'KMAX': '16'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
4693,blackhawk,"{'RND': '65', 'KPR': '0.54', 'APR': '0.28', 'FKPR': '0.06', 'KMAX': '15'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '32', 'KPR': '0.41', 'APR': '0.13', 'FKPR': '0.06', 'KMAX': '9'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '85', 'KPR': '0.66', 'APR': '0.41', 'FKPR': '0.08', 'KMAX': '20'}","{'RND': '39', 'KPR': '0.59', 'APR': '0.23', 'FKPR': '0.05', 'KMAX': '13'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
30575,r1seN,"{'RND': '65', 'KPR': '0.58', 'APR': '0.17', 'FKPR': '0.03', 'KMAX': '15'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '32', 'KPR': '0.47', 'APR': '0.03', 'FKPR': '0.13', 'KMAX': '12'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '85', 'KPR': '0.75', 'APR': '0.16', 'FKPR': '0.08', 'KMAX': '21'}","{'RND': '39', 'KPR': '0.77', 'APR': '0.08', 'FKPR': '0.18', 'KMAX': '16'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
9741,Aryu,"{'RND': '92', 'KPR': '0.70', 'APR': '0.26', 'FKPR': '0.10', 'KMAX': '18'}","{'RND': '99', 'KPR': '0.63', 'APR': '0.30', 'FKPR': '0.07', 'KMAX': '16'}","{'RND': '24', 'KPR': '0.33', 'APR': '0.04', 'FKPR': '0.00', 'KMAX': '8'}","{'RND': '287', 'KPR': '0.74', 'APR': '0.13', 'FKPR': '0.06', 'KMAX': '25'}","{'RND': '111', 'KPR': '0.77', 'APR': '0.12', 'FKPR': '0.05', 'KMAX': '24'}","{'RND': '224', 'KPR': '0.74', 'APR': '0.17', 'FKPR': '0.08', 'KMAX': '24'}","{'RND': '80', 'KPR': '0.59', 'APR': '0.26', 'FKPR': '0.05', 'KMAX': '17'}"
27775,Techno,"{'RND': '92', 'KPR': '0.78', 'APR': '0.45', 'FKPR': '0.07', 'KMAX': '31'}","{'RND': '99', 'KPR': '0.83', 'APR': '0.34', 'FKPR': '0.07', 'KMAX': '23'}","{'RND': '24', 'KPR': '1.00', 'APR': '0.46', 'FKPR': '0.04', 'KMAX': '24'}","{'RND': '287', 'KPR': '0.69', 'APR': '0.35', 'FKPR': '0.05', 'KMAX': '26'}","{'RND': '111', 'KPR': '0.71', 'APR': '0.36', 'FKPR': '0.06', 'KMAX': '29'}","{'RND': '224', 'KPR': '0.67', 'APR': '0.41', 'FKPR': '0.08', 'KMAX': '20'}","{'RND': '80', 'KPR': '0.73', 'APR': '0.34', 'FKPR': '0.13', 'KMAX': '23'}"
7434,d1srupt,"{'RND': '92', 'KPR': '0.70', 'APR': '0.46', 'FKPR': '0.07', 'KMAX': '23'}","{'RND': '99', 'KPR': '0.79', 'APR': '0.32', 'FKPR': '0.09', 'KMAX': '20'}","{'RND': '24', 'KPR': '0.46', 'APR': '0.42', 'FKPR': '0.04', 'KMAX': '11'}","{'RND': '287', 'KPR': '0.77', 'APR': '0.27', 'FKPR': '0.09', 'KMAX': '23'}","{'RND': '111', 'KPR': '0.80', 'APR': '0.39', 'FKPR': '0.16', 'KMAX': '23'}","{'RND': '224', 'KPR': '0.69', 'APR': '0.40', 'FKPR': '0.09', 'KMAX': '23'}","{'RND': '80', 'KPR': '0.70', 'APR': '0.43', 'FKPR': '0.13', 'KMAX': '21'}"
3488,GauRanG,"{'RND': '120', 'KPR': '0.58', 'APR': '0.38', 'FKPR': '0.02', 'KMAX': '27'}","{'RND': '18', 'KPR': '0.44', 'APR': '0.22', 'FKPR': '0.11', 'KMAX': '8'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '61', 'KPR': '0.61', 'APR': '0.20', 'FKPR': '0.07', 'KMAX': '16'}","{'RND': '15', 'KPR': '0.67', 'APR': '0.00', 'FKPR': '0.00', 'KMAX': '10'}","{'RND': '41', 'KPR': '0.59', 'APR': '0.27', 'FKPR': '0.07', 'KMAX': '15'}","{'RND': '73', 'KPR': '0.59', 'APR': '0.23', 'FKPR': '0.05', 'KMAX': '20'}"
3628,DEATHMAKER,"{'RND': '92', 'KPR': '0.62', 'APR': '0.14', 'FKPR': '0.11', 'KMAX': '26'}","{'RND': '99', 'KPR': '0.76', 'APR': '0.17', 'FKPR': '0.14', 'KMAX': '21'}","{'RND': '24', 'KPR': '1.00', 'APR': '0.17', 'FKPR': '0.42', 'KMAX': '24'}","{'RND': '287', 'KPR': '0.79', 'APR': '0.20', 'FKPR': '0.22', 'KMAX': '22'}","{'RND': '111', 'KPR': '0.72', 'APR': '0.17', 'FKPR': '0.10', 'KMAX': '19'}","{'RND': '224', 'KPR': '0.89', 'APR': '0.17', 'FKPR': '0.23', 'KMAX': '29'}","{'RND': '80', 'KPR': '1.05', 'APR': '0.23', 'FKPR': '0.21', 'KMAX': '27'}"
3627,hellff,"{'RND': '92', 'KPR': '0.60', 'APR': '0.32', 'FKPR': '0.05', 'KMAX': '17'}","{'RND': '99', 'KPR': '0.41', 'APR': '0.23', 'FKPR': '0.07', 'KMAX': '12'}","{'RND': '24', 'KPR': '0.63', 'APR': '0.21', 'FKPR': '0.13', 'KMAX': '15'}","{'RND': '287', 'KPR': '0.74', 'APR': '0.23', 'FKPR': '0.09', 'KMAX': '25'}","{'RND': '111', 'KPR': '0.55', 'APR': '0.29', 'FKPR': '0.09', 'KMAX': '15'}","{'RND': '224', 'KPR': '0.63', 'APR': '0.38', 'FKPR': '0.07', 'KMAX': '20'}","{'RND': '80', 'KPR': '0.75', 'APR': '0.30', 'FKPR': '0.06', 'KMAX': '17'}"
3269,Antidote,"{'RND': '259', 'KPR': '0.72', 'APR': '0.23', 'FKPR': '0.09', 'KMAX': '21'}","{'RND': '58', 'KPR': '0.31', 'APR': '0.40', 'FKPR': '0.02', 'KMAX': '10'}","{'RND': '85', 'KPR': '0.67', 'APR': '0.41', 'FKPR': '0.04', 'KMAX': '19'}","{'RND': '78', 'KPR': '0.59', 'APR': '0.17', 'FKPR': '0.05', 'KMAX': '15'}","{'RND': '83', 'KPR': '0.55', 'APR': '0.35', 'FKPR': '0.05', 'KMAX': '24'}","{'RND': '47', 'KPR': '0.55', 'APR': '0.19', 'FKPR': '0.06', 'KMAX': '14'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
10203,tesseract,"{'RND': '132', 'KPR': '0.76', 'APR': '0.25', 'FKPR': '0.13', 'KMAX': '20'}","{'RND': '64', 'KPR': '0.80', 'APR': '0.20', 'FKPR': '0.09', 'KMAX': '26'}","{'RND': '65', 'KPR': '0.75', 'APR': '0.31', 'FKPR': '0.05', 'KMAX': '17'}","{'RND': '18', 'KPR': '0.83', 'APR': '0.11', 'FKPR': '0.06', 'KMAX': '15'}","{'RND': '44', 'KPR': '1.02', 'APR': '0.27', 'FKPR': '0.14', 'KMAX': '24'}","{'RND': '45', 'KPR': '0.56', 'APR': '0.27', 'FKPR': '0.04', 'KMAX': '14'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
15443,traNz,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '17', 'KPR': '0.59', 'APR': '0.12', 'FKPR': '0.06', 'KMAX': '10'}","{'RND': '26', 'KPR': '0.62', 'APR': '0.27', 'FKPR': '0.12', 'KMAX': '16'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
13221,azys,"{'RND': '259', 'KPR': '0.92', 'APR': '0.17', 'FKPR': '0.25', 'KMAX': '26'}","{'RND': '58', 'KPR': '1.00', 'APR': '0.17', 'FKPR': '0.17', 'KMAX': '29'}","{'RND': '85', 'KPR': '0.75', 'APR': '0.16', 'FKPR': '0.15', 'KMAX': '23'}","{'RND': '78', 'KPR': '0.77', 'APR': '0.28', 'FKPR': '0.10', 'KMAX': '17'}","{'RND': '83', 'KPR': '0.77', 'APR': '0.12', 'FKPR': '0.22', 'KMAX': '22'}","{'RND': '47', 'KPR': '0.89', 'APR': '0.17', 'FKPR': '0.09', 'KMAX': '22'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
12947,rawfiul,"{'RND': '259', 'KPR': '0.63', 'APR': '0.39', 'FKPR': '0.07', 'KMAX': '24'}","{'RND': '58', 'KPR': '0.67', 'APR': '0.22', 'FKPR': '0.10', 'KMAX': '18'}","{'RND': '85', 'KPR': '0.75', 'APR': '0.20', 'FKPR': '0.18', 'KMAX': '25'}","{'RND': '78', 'KPR': '0.62', 'APR': '0.18', 'FKPR': '0.12', 'KMAX': '18'}","{'RND': '83', 'KPR': '0.59', 'APR': '0.25', 'FKPR': '0.07', 'KMAX': '17'}","{'RND': '47', 'KPR': '0.49', 'APR': '0.30', 'FKPR': '0.06', 'KMAX': '14'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
18704,LeVi,"{'RND': '187', 'KPR': '0.72', 'APR': '0.52', 'FKPR': '0.10', 'KMAX': '25'}","{'RND': '81', 'KPR': '0.59', 'APR': '0.27', 'FKPR': '0.07', 'KMAX': '17'}","{'RND': '26', 'KPR': '0.88', 'APR': '0.15', 'FKPR': '0.04', 'KMAX': '23'}","{'RND': '106', 'KPR': '0.70', 'APR': '0.24', 'FKPR': '0.11', 'KMAX': '23'}","{'RND': '152', 'KPR': '0.68', 'APR': '0.39', 'FKPR': '0.11', 'KMAX': '25'}","{'RND': '69', 'KPR': '0.67', 'APR': '0.17', 'FKPR': '0.09', 'KMAX': '19'}","{'RND': '82', 'KPR': '0.89', 'APR': '0.40', 'FKPR': '0.12', 'KMAX': '20'}"
4095,SkRossi,"{'RND': '162', 'KPR': '0.86', 'APR': '0.28', 'FKPR': '0.14', 'KMAX': '25'}","{'RND': '71', 'KPR': '0.97', 'APR': '0.28', 'FKPR': '0.11', 'KMAX': '26'}","{'RND': '92', 'KPR': '0.73', 'APR': '0.24', 'FKPR': '0.11', 'KMAX': '20'}","{'RND': '204', 'KPR': '0.75', 'APR': '0.23', 'FKPR': '0.06', 'KMAX': '23'}","{'RND': '174', 'KPR': '0.73', 'APR': '0.30', 'FKPR': '0.07', 'KMAX': '26'}","{'RND': '101', 'KPR': '0.74', 'APR': '0.58', 'FKPR': '0.08', 'KMAX': '22'}","{'RND': '14', 'KPR': '1.07', 'APR': '0.79', 'FKPR': '0.29', 'KMAX': '15'}"
7804,severiNe,"{'RND': '162', 'KPR': '0.63', 'APR': '0.44', 'FKPR': '0.07', 'KMAX': '19'}","{'RND': '71', 'KPR': '0.55', 'APR': '0.32', 'FKPR': '0.06', 'KMAX': '12'}","{'RND': '92', 'KPR': '0.78', 'APR': '0.30', 'FKPR': '0.10', 'KMAX': '16'}","{'RND': '204', 'KPR': '0.71', 'APR': '0.19', 'FKPR': '0.11', 'KMAX': '18'}","{'RND': '174', 'KPR': '0.65', 'APR': '0.36', 'FKPR': '0.11', 'KMAX': '30'}","{'RND': '101', 'KPR': '0.90', 'APR': '0.22', 'FKPR': '0.12', 'KMAX': '26'}","{'RND': '14', 'KPR': '1.21', 'APR': '0.50', 'FKPR': '0.14', 'KMAX': '17'}"
16215,dos9,"{'RND': '162', 'KPR': '0.90', 'APR': '0.12', 'FKPR': '0.21', 'KMAX': '25'}","{'RND': '71', 'KPR': '0.90', 'APR': '0.24', 'FKPR': '0.14', 'KMAX': '20'}","{'RND': '92', 'KPR': '1.05', 'APR': '0.21', 'FKPR': '0.24', 'KMAX': '32'}","{'RND': '204', 'KPR': '0.80', 'APR': '0.13', 'FKPR': '0.17', 'KMAX': '22'}","{'RND': '174', 'KPR': '0.89', 'APR': '0.22', 'FKPR': '0.14', 'KMAX': '25'}","{'RND': '101', 'KPR': '0.76', 'APR': '0.15', 'FKPR': '0.12', 'KMAX': '22'}","{'RND': '14', 'KPR': '1.00', 'APR': '0.14', 'FKPR': '0.14', 'KMAX': '14'}"
3630,skillZ,"{'RND': '162', 'KPR': '0.73', 'APR': '0.23', 'FKPR': '0.06', 'KMAX': '21'}","{'RND': '71', 'KPR': '0.58', 'APR': '0.54', 'FKPR': '0.03', 'KMAX': '19'}","{'RND': '92', 'KPR': '0.77', 'APR': '0.21', 'FKPR': '0.04', 'KMAX': '23'}","{'RND': '204', 'KPR': '0.62', 'APR': '0.15', 'FKPR': '0.07', 'KMAX': '26'}","{'RND': '174', 'KPR': '0.62', 'APR': '0.26', 'FKPR': '0.06', 'KMAX': '22'}","{'RND': '101', 'KPR': '0.71', 'APR': '0.27', 'FKPR': '0.14', 'KMAX': '26'}","{'RND': '14', 'KPR': '0.57', 'APR': '0.57', 'FKPR': '0.14', 'KMAX': '8'}"
28612,tricky,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
10463,Paradox,"{'RND': '162', 'KPR': '0.65', 'APR': '0.46', 'FKPR': '0.07', 'KMAX': '21'}","{'RND': '71', 'KPR': '0.65', 'APR': '0.18', 'FKPR': '0.14', 'KMAX': '21'}","{'RND': '92', 'KPR': '0.85', 'APR': '0.43', 'FKPR': '0.08', 'KMAX': '25'}","{'RND': '204', 'KPR': '0.59', 'APR': '0.29', 'FKPR': '0.08', 'KMAX': '22'}","{'RND': '174', 'KPR': '0.90', 'APR': '0.17', 'FKPR': '0.15', 'KMAX': '25'}","{'RND': '101', 'KPR': '0.74', 'APR': '0.17', 'FKPR': '0.11', 'KMAX': '22'}","{'RND': '14', 'KPR': '1.00', 'APR': '0.64', 'FKPR': '0.00', 'KMAX': '14'}"
16459,Elite,"{'RND': '60', 'KPR': '0.60', 'APR': '0.18', 'FKPR': '0.13', 'KMAX': '18'}","{'RND': '39', 'KPR': '0.77', 'APR': '0.38', 'FKPR': '0.15', 'KMAX': '15'}","{'RND': '36', 'KPR': '0.89', 'APR': '0.08', 'FKPR': '0.06', 'KMAX': '17'}","{'RND': '16', 'KPR': '1.06', 'APR': '0.13', 'FKPR': '0.00', 'KMAX': '17'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '65', 'KPR': '0.72', 'APR': '0.18', 'FKPR': '0.06', 'KMAX': '20'}","{'RND': '68', 'KPR': '0.93', 'APR': '0.18', 'FKPR': '0.09', 'KMAX': '23'}"
569,pAura,"{'RND': '60', 'KPR': '0.50', 'APR': '0.58', 'FKPR': '0.08', 'KMAX': '17'}","{'RND': '39', 'KPR': '0.69', 'APR': '0.28', 'FKPR': '0.13', 'KMAX': '20'}","{'RND': '36', 'KPR': '0.78', 'APR': '0.39', 'FKPR': '0.19', 'KMAX': '16'}","{'RND': '16', 'KPR': '0.38', 'APR': '0.25', 'FKPR': '0.19', 'KMAX': '6'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '65', 'KPR': '0.55', 'APR': '0.32', 'FKPR': '0.03', 'KMAX': '13'}","{'RND': '68', 'KPR': '0.71', 'APR': '0.51', 'FKPR': '0.13', 'KMAX': '18'}"
8041,Brave,"{'RND': '60', 'KPR': '0.73', 'APR': '0.25', 'FKPR': '0.15', 'KMAX': '17'}","{'RND': '39', 'KPR': '0.64', 'APR': '0.31', 'FKPR': '0.03', 'KMAX': '17'}","{'RND': '36', 'KPR': '0.44', 'APR': '0.33', 'FKPR': '0.08', 'KMAX': '10'}","{'RND': '16', 'KPR': '1.13', 'APR': '0.44', 'FKPR': '0.13', 'KMAX': '18'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '65', 'KPR': '0.77', 'APR': '0.37', 'FKPR': '0.06', 'KMAX': '24'}","{'RND': '68', 'KPR': '0.62', 'APR': '0.40', 'FKPR': '0.09', 'KMAX': '21'}"
10146,reazy,"{'RND': '60', 'KPR': '0.53', 'APR': '0.40', 'FKPR': '0.07', 'KMAX': '14'}","{'RND': '39', 'KPR': '0.62', 'APR': '0.36', 'FKPR': '0.03', 'KMAX': '13'}","{'RND': '36', 'KPR': '0.61', 'APR': '0.42', 'FKPR': '0.06', 'KMAX': '12'}","{'RND': '16', 'KPR': '0.50', 'APR': '0.19', 'FKPR': '0.06', 'KMAX': '8'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '65', 'KPR': '0.72', 'APR': '0.48', 'FKPR': '0.02', 'KMAX': '18'}","{'RND': '68', 'KPR': '0.44', 'APR': '0.29', 'FKPR': '0.01', 'KMAX': '12'}"
10161,QutionerX,"{'RND': '60', 'KPR': '0.68', 'APR': '0.15', 'FKPR': '0.12', 'KMAX': '18'}","{'RND': '39', 'KPR': '0.64', 'APR': '0.15', 'FKPR': '0.18', 'KMAX': '16'}","{'RND': '36', 'KPR': '0.61', 'APR': '0.06', 'FKPR': '0.17', 'KMAX': '14'}","{'RND': '16', 'KPR': '0.94', 'APR': '0.44', 'FKPR': '0.13', 'KMAX': '15'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '65', 'KPR': '0.86', 'APR': '0.25', 'FKPR': '0.28', 'KMAX': '20'}","{'RND': '68', 'KPR': '0.93', 'APR': '0.18', 'FKPR': '0.22', 'KMAX': '31'}"
1427,Redgar,"{'RND': '24', 'KPR': '0.67', 'APR': '0.50', 'FKPR': '0.21', 'KMAX': '16'}","{'RND': '18', 'KPR': '0.39', 'APR': '0.39', 'FKPR': '0.11', 'KMAX': '7'}","{'RND': '55', 'KPR': '0.58', 'APR': '0.15', 'FKPR': '0.02', 'KMAX': '16'}","{'RND': '41', 'KPR': '0.49', 'APR': '0.41', 'FKPR': '0.15', 'KMAX': '14'}","{'RND': '77', 'KPR': '0.36', 'APR': '0.36', 'FKPR': '0.06', 'KMAX': '14'}","{'RND': '63', 'KPR': '0.49', 'APR': '0.30', 'FKPR': '0.06', 'KMAX': '14'}","{'RND': '84', 'KPR': '0.58', 'APR': '0.23', 'FKPR': '0.06', 'KMAX': '22'}"
