id,user,ascent_stats,bind_stats,breeze_stats,icebox_stats,lotus_stats,split_stats,sunset_stats
1885,purp0,"{'RND': '48', 'KPR': '0.67', 'APR': '0.06', 'FKPR': '0.06', 'KMAX': '16'}","{'RND': '18', 'KPR': '0.72', 'APR': '0.28', 'FKPR': '0.17', 'KMAX': '13'}","{'RND': '55', 'KPR': '0.65', 'APR': '0.05', 'FKPR': '0.09', 'KMAX': '16'}","{'RND': '36', 'KPR': '0.86', 'APR': '0.06', 'FKPR': '0.11', 'KMAX': '21'}","{'RND': '60', 'KPR': '0.75', 'APR': '0.20', 'FKPR': '0.13', 'KMAX': '26'}","{'RND': '89', 'KPR': '0.97', 'APR': '0.26', 'FKPR': '0.20', 'KMAX': '31'}","{'RND': '58', 'KPR': '0.79', 'APR': '0.34', 'FKPR': '0.19', 'KMAX': '19'}"
292,Fit1nho,"{'RND': '24', 'KPR': '0.46', 'APR': '0.63', 'FKPR': '0.04', 'KMAX': '11'}","{'RND': '18', 'KPR': '0.56', 'APR': '0.06', 'FKPR': '0.17', 'KMAX': '10'}","{'RND': '55', 'KPR': '0.69', 'APR': '0.18', 'FKPR': '0.15', 'KMAX': '18'}","{'RND': '41', 'KPR': '0.90', 'APR': '0.15', 'FKPR': '0.15', 'KMAX': '21'}","{'RND': '77', 'KPR': '0.61', 'APR': '0.17', 'FKPR': '0.08', 'KMAX': '21'}","{'RND': '63', 'KPR': '0.65', 'APR': '0.19', 'FKPR': '0.13', 'KMAX': '21'}","{'RND': '84', 'KPR': '0.54', 'APR': '0.24', 'FKPR': '0.10', 'KMAX': '20'}"
2690,hoody,"{'RND': '24', 'KPR': '0.46', 'APR': '0.25', 'FKPR': '0.04', 'KMAX': '11'}","{'RND': '18', 'KPR': '0.61', 'APR': '0.28', 'FKPR': '0.11', 'KMAX': '11'}","{'RND': '55', 'KPR': '0.53', 'APR': '0.20', 'FKPR': '0.11', 'KMAX': '13'}","{'RND': '41', 'KPR': '0.66', 'APR': '0.39', 'FKPR': '0.05', 'KMAX': '16'}","{'RND': '77', 'KPR': '0.77', 'APR': '0.25', 'FKPR': '0.17', 'KMAX': '30'}","{'RND': '63', 'KPR': '0.46', 'APR': '0.24', 'FKPR': '0.03', 'KMAX': '11'}","{'RND': '84', 'KPR': '0.51', 'APR': '0.39', 'FKPR': '0.04', 'KMAX': '15'}"
4181,Cloud,"{'RND': '24', 'KPR': '0.96', 'APR': '0.17', 'FKPR': '0.13', 'KMAX': '23'}","{'RND': '18', 'KPR': '0.44', 'APR': '0.39', 'FKPR': '0.00', 'KMAX': '8'}","{'RND': '55', 'KPR': '0.75', 'APR': '0.20', 'FKPR': '0.07', 'KMAX': '16'}","{'RND': '41', 'KPR': '0.59', 'APR': '0.12', 'FKPR': '0.05', 'KMAX': '17'}","{'RND': '77', 'KPR': '0.81', 'APR': '0.30', 'FKPR': '0.09', 'KMAX': '26'}","{'RND': '63', 'KPR': '0.76', 'APR': '0.35', 'FKPR': '0.08', 'KMAX': '21'}","{'RND': '84', 'KPR': '0.76', 'APR': '0.35', 'FKPR': '0.10', 'KMAX': '22'}"
2173,MAGNUM,"{'RND': '54', 'KPR': '0.69', 'APR': '0.46', 'FKPR': '0.09', 'KMAX': '22'}","{'RND': '132', 'KPR': '0.53', 'APR': '0.38', 'FKPR': '0.08', 'KMAX': '18'}","{'RND': '37', 'KPR': '0.65', 'APR': '0.24', 'FKPR': '0.11', 'KMAX': '14'}","{'RND': '80', 'KPR': '0.83', 'APR': '0.11', 'FKPR': '0.05', 'KMAX': '18'}","{'RND': '202', 'KPR': '0.60', 'APR': '0.20', 'FKPR': '0.08', 'KMAX': '25'}","{'RND': '139', 'KPR': '0.56', 'APR': '0.35', 'FKPR': '0.06', 'KMAX': '18'}","{'RND': '165', 'KPR': '0.67', 'APR': '0.47', 'FKPR': '0.09', 'KMAX': '18'}"
19691,tomaszy,"{'RND': '54', 'KPR': '0.63', 'APR': '0.22', 'FKPR': '0.06', 'KMAX': '19'}","{'RND': '132', 'KPR': '0.61', 'APR': '0.33', 'FKPR': '0.06', 'KMAX': '24'}","{'RND': '37', 'KPR': '0.62', 'APR': '0.19', 'FKPR': '0.05', 'KMAX': '12'}","{'RND': '80', 'KPR': '0.65', 'APR': '0.31', 'FKPR': '0.06', 'KMAX': '16'}","{'RND': '202', 'KPR': '0.68', 'APR': '0.32', 'FKPR': '0.09', 'KMAX': '30'}","{'RND': '139', 'KPR': '0.58', 'APR': '0.41', 'FKPR': '0.05', 'KMAX': '18'}","{'RND': '165', 'KPR': '0.79', 'APR': '0.28', 'FKPR': '0.12', 'KMAX': '26'}"
36245,N4RRATE,"{'RND': '54', 'KPR': '0.74', 'APR': '0.50', 'FKPR': '0.09', 'KMAX': '23'}","{'RND': '132', 'KPR': '0.80', 'APR': '0.28', 'FKPR': '0.16', 'KMAX': '27'}","{'RND': '37', 'KPR': '0.78', 'APR': '0.41', 'FKPR': '0.08', 'KMAX': '17'}","{'RND': '80', 'KPR': '0.94', 'APR': '0.39', 'FKPR': '0.11', 'KMAX': '20'}","{'RND': '202', 'KPR': '0.92', 'APR': '0.40', 'FKPR': '0.10', 'KMAX': '40'}","{'RND': '139', 'KPR': '0.81', 'APR': '0.24', 'FKPR': '0.15', 'KMAX': '23'}","{'RND': '165', 'KPR': '0.88', 'APR': '0.29', 'FKPR': '0.06', 'KMAX': '25'}"
10307,marteen,"{'RND': '54', 'KPR': '0.93', 'APR': '0.28', 'FKPR': '0.20', 'KMAX': '29'}","{'RND': '132', 'KPR': '0.89', 'APR': '0.22', 'FKPR': '0.19', 'KMAX': '28'}","{'RND': '37', 'KPR': '0.78', 'APR': '0.14', 'FKPR': '0.24', 'KMAX': '15'}","{'RND': '80', 'KPR': '0.85', 'APR': '0.14', 'FKPR': '0.15', 'KMAX': '23'}","{'RND': '202', 'KPR': '0.71', 'APR': '0.19', 'FKPR': '0.15', 'KMAX': '31'}","{'RND': '139', 'KPR': '0.78', 'APR': '0.23', 'FKPR': '0.19', 'KMAX': '23'}","{'RND': '165', 'KPR': '0.69', 'APR': '0.29', 'FKPR': '0.16', 'KMAX': '24'}"
2625,sh1n,"{'RND': '54', 'KPR': '0.48', 'APR': '0.28', 'FKPR': '0.06', 'KMAX': '14'}","{'RND': '132', 'KPR': '0.55', 'APR': '0.36', 'FKPR': '0.05', 'KMAX': '22'}","{'RND': '37', 'KPR': '0.59', 'APR': '0.43', 'FKPR': '0.00', 'KMAX': '15'}","{'RND': '80', 'KPR': '0.66', 'APR': '0.33', 'FKPR': '0.04', 'KMAX': '16'}","{'RND': '202', 'KPR': '0.61', 'APR': '0.41', 'FKPR': '0.04', 'KMAX': '21'}","{'RND': '139', 'KPR': '0.70', 'APR': '0.37', 'FKPR': '0.09', 'KMAX': '19'}","{'RND': '165', 'KPR': '0.60', 'APR': '0.42', 'FKPR': '0.05', 'KMAX': '17'}"
1144,Boo,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '67', 'KPR': '0.70', 'APR': '0.37', 'FKPR': '0.09', 'KMAX': '26'}","{'RND': '39', 'KPR': '0.56', 'APR': '0.49', 'FKPR': '0.05', 'KMAX': '15'}","{'RND': '59', 'KPR': '0.56', 'APR': '0.47', 'FKPR': '0.14', 'KMAX': '13'}","{'RND': '138', 'KPR': '0.74', 'APR': '0.34', 'FKPR': '0.06', 'KMAX': '26'}","{'RND': '75', 'KPR': '0.63', 'APR': '0.25', 'FKPR': '0.08', 'KMAX': '13'}","{'RND': '155', 'KPR': '0.52', 'APR': '0.50', 'FKPR': '0.05', 'KMAX': '15'}"
18350,MiniBoo,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '67', 'KPR': '0.90', 'APR': '0.24', 'FKPR': '0.19', 'KMAX': '21'}","{'RND': '39', 'KPR': '1.18', 'APR': '0.21', 'FKPR': '0.23', 'KMAX': '24'}","{'RND': '59', 'KPR': '0.95', 'APR': '0.37', 'FKPR': '0.24', 'KMAX': '25'}","{'RND': '138', 'KPR': '0.83', 'APR': '0.23', 'FKPR': '0.20', 'KMAX': '25'}","{'RND': '75', 'KPR': '0.72', 'APR': '0.13', 'FKPR': '0.21', 'KMAX': '24'}","{'RND': '155', 'KPR': '0.84', 'APR': '0.26', 'FKPR': '0.20', 'KMAX': '25'}"
21328,Wo0t,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '1.15', 'APR': '0.25', 'FKPR': '0.15', 'KMAX': '23'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '15', 'KPR': '0.73', 'APR': '1.27', 'FKPR': '0.07', 'KMAX': '11'}"
10971,RieNs,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '67', 'KPR': '0.55', 'APR': '0.34', 'FKPR': '0.06', 'KMAX': '20'}","{'RND': '39', 'KPR': '1.03', 'APR': '0.46', 'FKPR': '0.21', 'KMAX': '22'}","{'RND': '59', 'KPR': '0.61', 'APR': '0.24', 'FKPR': '0.08', 'KMAX': '15'}","{'RND': '138', 'KPR': '0.71', 'APR': '0.29', 'FKPR': '0.14', 'KMAX': '25'}","{'RND': '75', 'KPR': '0.55', 'APR': '0.36', 'FKPR': '0.07', 'KMAX': '13'}","{'RND': '155', 'KPR': '0.83', 'APR': '0.36', 'FKPR': '0.07', 'KMAX': '24'}"
29873,benjyfishy,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '67', 'KPR': '0.69', 'APR': '0.31', 'FKPR': '0.12', 'KMAX': '18'}","{'RND': '39', 'KPR': '0.64', 'APR': '0.18', 'FKPR': '0.15', 'KMAX': '15'}","{'RND': '59', 'KPR': '0.83', 'APR': '0.08', 'FKPR': '0.00', 'KMAX': '19'}","{'RND': '138', 'KPR': '0.74', 'APR': '0.12', 'FKPR': '0.06', 'KMAX': '24'}","{'RND': '75', 'KPR': '0.72', 'APR': '0.20', 'FKPR': '0.07', 'KMAX': '21'}","{'RND': '155', 'KPR': '0.89', 'APR': '0.22', 'FKPR': '0.10', 'KMAX': '28'}"
12323,RvK,"{'RND': '131', 'KPR': '0.58', 'APR': '0.25', 'FKPR': '0.08', 'KMAX': '18'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '99', 'KPR': '0.76', 'APR': '0.21', 'FKPR': '0.12', 'KMAX': '23'}","{'RND': '141', 'KPR': '0.72', 'APR': '0.27', 'FKPR': '0.12', 'KMAX': '19'}","{'RND': '255', 'KPR': '0.65', 'APR': '0.23', 'FKPR': '0.08', 'KMAX': '26'}","{'RND': '83', 'KPR': '0.58', 'APR': '0.31', 'FKPR': '0.11', 'KMAX': '19'}","{'RND': '33', 'KPR': '1.00', 'APR': '0.24', 'FKPR': '0.12', 'KMAX': '17'}"
4089,DOXZ3R,"{'RND': '92', 'KPR': '0.67', 'APR': '0.40', 'FKPR': '0.08', 'KMAX': '20'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '64', 'KPR': '0.72', 'APR': '0.19', 'FKPR': '0.05', 'KMAX': '18'}","{'RND': '24', 'KPR': '0.54', 'APR': '0.25', 'FKPR': '0.00', 'KMAX': '13'}","{'RND': '126', 'KPR': '0.55', 'APR': '0.37', 'FKPR': '0.03', 'KMAX': '20'}","{'RND': '57', 'KPR': '0.56', 'APR': '0.30', 'FKPR': '0.04', 'KMAX': '15'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
10790,LBY,"{'RND': '131', 'KPR': '0.50', 'APR': '0.59', 'FKPR': '0.07', 'KMAX': '13'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '99', 'KPR': '0.79', 'APR': '0.30', 'FKPR': '0.07', 'KMAX': '27'}","{'RND': '141', 'KPR': '0.68', 'APR': '0.21', 'FKPR': '0.04', 'KMAX': '18'}","{'RND': '255', 'KPR': '0.58', 'APR': '0.34', 'FKPR': '0.02', 'KMAX': '25'}","{'RND': '83', 'KPR': '0.41', 'APR': '0.35', 'FKPR': '0.05', 'KMAX': '11'}","{'RND': '33', 'KPR': '0.82', 'APR': '0.73', 'FKPR': '0.03', 'KMAX': '17'}"
2252,Anq,"{'RND': '131', 'KPR': '0.85', 'APR': '0.09', 'FKPR': '0.18', 'KMAX': '30'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '99', 'KPR': '0.74', 'APR': '0.21', 'FKPR': '0.23', 'KMAX': '19'}","{'RND': '141', 'KPR': '1.11', 'APR': '0.13', 'FKPR': '0.23', 'KMAX': '27'}","{'RND': '255', 'KPR': '0.86', 'APR': '0.17', 'FKPR': '0.16', 'KMAX': '29'}","{'RND': '83', 'KPR': '0.89', 'APR': '0.18', 'FKPR': '0.18', 'KMAX': '28'}","{'RND': '33', 'KPR': '1.15', 'APR': '0.18', 'FKPR': '0.30', 'KMAX': '22'}"
30286,karam1l,"{'RND': '131', 'KPR': '0.73', 'APR': '0.15', 'FKPR': '0.09', 'KMAX': '22'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '99', 'KPR': '0.60', 'APR': '0.19', 'FKPR': '0.08', 'KMAX': '17'}","{'RND': '141', 'KPR': '0.67', 'APR': '0.18', 'FKPR': '0.11', 'KMAX': '20'}","{'RND': '255', 'KPR': '0.77', 'APR': '0.17', 'FKPR': '0.12', 'KMAX': '29'}","{'RND': '83', 'KPR': '0.66', 'APR': '0.19', 'FKPR': '0.11', 'KMAX': '19'}","{'RND': '33', 'KPR': '0.82', 'APR': '0.15', 'FKPR': '0.12', 'KMAX': '14'}"
1745,adrnking,"{'RND': '103', 'KPR': '0.88', 'APR': '0.30', 'FKPR': '0.06', 'KMAX': '22'}","{'RND': '143', 'KPR': '0.87', 'APR': '0.36', 'FKPR': '0.13', 'KMAX': '19'}","{'RND': '76', 'KPR': '0.59', 'APR': '0.17', 'FKPR': '0.11', 'KMAX': '17'}","{'RND': '151', 'KPR': '0.83', 'APR': '0.15', 'FKPR': '0.05', 'KMAX': '27'}","{'RND': '218', 'KPR': '0.82', 'APR': '0.28', 'FKPR': '0.07', 'KMAX': '23'}","{'RND': '108', 'KPR': '0.61', 'APR': '0.34', 'FKPR': '0.05', 'KMAX': '20'}","{'RND': '23', 'KPR': '0.96', 'APR': '0.22', 'FKPR': '0.09', 'KMAX': '22'}"
3639,Hoax,"{'RND': '103', 'KPR': '0.62', 'APR': '0.31', 'FKPR': '0.06', 'KMAX': '19'}","{'RND': '143', 'KPR': '0.59', 'APR': '0.54', 'FKPR': '0.05', 'KMAX': '12'}","{'RND': '76', 'KPR': '0.68', 'APR': '0.36', 'FKPR': '0.04', 'KMAX': '23'}","{'RND': '151', 'KPR': '0.71', 'APR': '0.40', 'FKPR': '0.08', 'KMAX': '18'}","{'RND': '218', 'KPR': '0.67', 'APR': '0.34', 'FKPR': '0.08', 'KMAX': '17'}","{'RND': '108', 'KPR': '0.72', 'APR': '0.51', 'FKPR': '0.05', 'KMAX': '25'}","{'RND': '23', 'KPR': '0.70', 'APR': '0.22', 'FKPR': '0.09', 'KMAX': '16'}"
10758,Kohliii,"{'RND': '103', 'KPR': '0.71', 'APR': '0.53', 'FKPR': '0.09', 'KMAX': '19'}","{'RND': '143', 'KPR': '0.74', 'APR': '0.55', 'FKPR': '0.08', 'KMAX': '21'}","{'RND': '76', 'KPR': '0.70', 'APR': '0.29', 'FKPR': '0.08', 'KMAX': '20'}","{'RND': '151', 'KPR': '0.66', 'APR': '0.26', 'FKPR': '0.04', 'KMAX': '25'}","{'RND': '218', 'KPR': '0.57', 'APR': '0.38', 'FKPR': '0.06', 'KMAX': '19'}","{'RND': '108', 'KPR': '0.72', 'APR': '0.31', 'FKPR': '0.04', 'KMAX': '22'}","{'RND': '23', 'KPR': '0.96', 'APR': '0.26', 'FKPR': '0.00', 'KMAX': '22'}"
27336,Venka,"{'RND': '103', 'KPR': '0.80', 'APR': '0.12', 'FKPR': '0.17', 'KMAX': '21'}","{'RND': '143', 'KPR': '0.80', 'APR': '0.17', 'FKPR': '0.23', 'KMAX': '21'}","{'RND': '76', 'KPR': '0.80', 'APR': '0.09', 'FKPR': '0.14', 'KMAX': '21'}","{'RND': '151', 'KPR': '0.93', 'APR': '0.11', 'FKPR': '0.32', 'KMAX': '28'}","{'RND': '181', 'KPR': '0.83', 'APR': '0.11', 'FKPR': '0.15', 'KMAX': '26'}","{'RND': '108', 'KPR': '0.64', 'APR': '0.17', 'FKPR': '0.18', 'KMAX': '18'}","{'RND': '23', 'KPR': '0.96', 'APR': '0.30', 'FKPR': '0.30', 'KMAX': '22'}"
9263,sayoo,"{'RND': '103', 'KPR': '0.65', 'APR': '0.15', 'FKPR': '0.10', 'KMAX': '20'}","{'RND': '143', 'KPR': '0.77', 'APR': '0.17', 'FKPR': '0.10', 'KMAX': '21'}","{'RND': '76', 'KPR': '0.88', 'APR': '0.25', 'FKPR': '0.08', 'KMAX': '26'}","{'RND': '151', 'KPR': '0.85', 'APR': '0.28', 'FKPR': '0.12', 'KMAX': '24'}","{'RND': '218', 'KPR': '0.79', 'APR': '0.17', 'FKPR': '0.23', 'KMAX': '23'}","{'RND': '108', 'KPR': '0.74', 'APR': '0.19', 'FKPR': '0.16', 'KMAX': '21'}","{'RND': '23', 'KPR': '0.52', 'APR': '0.09', 'FKPR': '0.17', 'KMAX': '12'}"
12320,FOX,"{'RND': '120', 'KPR': '0.45', 'APR': '0.40', 'FKPR': '0.12', 'KMAX': '13'}","{'RND': '18', 'KPR': '0.22', 'APR': '0.44', 'FKPR': '0.06', 'KMAX': '4'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '61', 'KPR': '0.38', 'APR': '0.25', 'FKPR': '0.03', 'KMAX': '9'}","{'RND': '31', 'KPR': '0.23', 'APR': '0.10', 'FKPR': '0.03', 'KMAX': '4'}","{'RND': '41', 'KPR': '0.66', 'APR': '0.39', 'FKPR': '0.02', 'KMAX': '16'}","{'RND': '73', 'KPR': '0.49', 'APR': '0.33', 'FKPR': '0.01', 'KMAX': '18'}"
4720,Haodong,"{'RND': '106', 'KPR': '0.63', 'APR': '0.42', 'FKPR': '', 'KMAX': '20'}","{'RND': '133', 'KPR': '0.66', 'APR': '0.26', 'FKPR': '0.14', 'KMAX': '19'}","{'RND': '86', 'KPR': '0.42', 'APR': '0.29', 'FKPR': '0.11', 'KMAX': '13'}","{'RND': '57', 'KPR': '0.40', 'APR': '0.30', 'FKPR': '0.06', 'KMAX': '13'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '83', 'KPR': '0.48', 'APR': '0.29', 'FKPR': '0.05', 'KMAX': '14'}","{'RND': '99', 'KPR': '0.44', 'APR': '0.34', 'FKPR': '0.03', 'KMAX': '14'}"
3520,ZmjjKK,"{'RND': '106', 'KPR': '0.89', 'APR': '0.24', 'FKPR': '', 'KMAX': '27'}","{'RND': '133', 'KPR': '0.78', 'APR': '0.39', 'FKPR': '0.14', 'KMAX': '24'}","{'RND': '86', 'KPR': '1.06', 'APR': '0.10', 'FKPR': '0.21', 'KMAX': '30'}","{'RND': '57', 'KPR': '0.79', 'APR': '0.16', 'FKPR': '0.19', 'KMAX': '25'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '83', 'KPR': '1.00', 'APR': '0.31', 'FKPR': '0.23', 'KMAX': '30'}","{'RND': '99', 'KPR': '1.02', 'APR': '0.16', 'FKPR': '0.16', 'KMAX': '29'}"
3017,nobody,"{'RND': '106', 'KPR': '0.68', 'APR': '0.27', 'FKPR': '', 'KMAX': '27'}","{'RND': '133', 'KPR': '0.57', 'APR': '0.34', 'FKPR': '0.00', 'KMAX': '17'}","{'RND': '86', 'KPR': '0.71', 'APR': '0.20', 'FKPR': '0.05', 'KMAX': '18'}","{'RND': '57', 'KPR': '0.79', 'APR': '0.18', 'FKPR': '0.06', 'KMAX': '20'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '83', 'KPR': '0.86', 'APR': '0.33', 'FKPR': '0.13', 'KMAX': '28'}","{'RND': '99', 'KPR': '0.71', 'APR': '0.18', 'FKPR': '0.08', 'KMAX': '19'}"
29401,Muggle,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
15559,CHICHOO,"{'RND': '106', 'KPR': '0.65', 'APR': '0.23', 'FKPR': '', 'KMAX': '22'}","{'RND': '133', 'KPR': '0.77', 'APR': '0.40', 'FKPR': '0.05', 'KMAX': '23'}","{'RND': '86', 'KPR': '0.74', 'APR': '0.08', 'FKPR': '0.00', 'KMAX': '24'}","{'RND': '57', 'KPR': '0.67', 'APR': '0.12', 'FKPR': '0.08', 'KMAX': '16'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '83', 'KPR': '0.58', 'APR': '0.24', 'FKPR': '0.13', 'KMAX': '15'}","{'RND': '99', 'KPR': '0.63', 'APR': '0.25', 'FKPR': '0.05', 'KMAX': '19'}"
4742,Smoggy,"{'RND': '106', 'KPR': '0.76', 'APR': '0.42', 'FKPR': '', 'KMAX': '24'}","{'RND': '133', 'KPR': '0.73', 'APR': '0.23', 'FKPR': '0.27', 'KMAX': '23'}","{'RND': '86', 'KPR': '0.56', 'APR': '0.48', 'FKPR': '0.05', 'KMAX': '15'}","{'RND': '57', 'KPR': '0.84', 'APR': '0.53', 'FKPR': '0.08', 'KMAX': '20'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '83', 'KPR': '0.76', 'APR': '0.35', 'FKPR': '0.08', 'KMAX': '20'}","{'RND': '99', 'KPR': '0.68', 'APR': '0.53', 'FKPR': '0.03', 'KMAX': '16'}"
25949,bunt,"{'RND': '17', 'KPR': '0.65', 'APR': '0.47', 'FKPR': '', 'KMAX': '11'}","{'RND': '43', 'KPR': '0.88', 'APR': '0.35', 'FKPR': '', 'KMAX': '24'}","{'RND': '43', 'KPR': '0.60', 'APR': '0.35', 'FKPR': '', 'KMAX': '14'}","{'RND': '74', 'KPR': '0.82', 'APR': '0.22', 'FKPR': '', 'KMAX': '28'}","{'RND': '54', 'KPR': '0.65', 'APR': '0.35', 'FKPR': '', 'KMAX': '23'}","{'RND': '20', 'KPR': '0.95', 'APR': '0.75', 'FKPR': '', 'KMAX': '19'}","{'RND': '69', 'KPR': '0.84', 'APR': '0.38', 'FKPR': '', 'KMAX': '28'}"
14431,monk,"{'RND': '17', 'KPR': '0.71', 'APR': '0.12', 'FKPR': '', 'KMAX': '12'}","{'RND': '43', 'KPR': '0.65', 'APR': '0.35', 'FKPR': '', 'KMAX': '14'}","{'RND': '43', 'KPR': '0.56', 'APR': '0.14', 'FKPR': '', 'KMAX': '15'}","{'RND': '74', 'KPR': '0.76', 'APR': '0.27', 'FKPR': '', 'KMAX': '24'}","{'RND': '54', 'KPR': '0.52', 'APR': '0.48', 'FKPR': '', 'KMAX': '20'}","{'RND': '20', 'KPR': '1.10', 'APR': '0.15', 'FKPR': '', 'KMAX': '22'}","{'RND': '69', 'KPR': '0.68', 'APR': '0.35', 'FKPR': '', 'KMAX': '19'}"
10821,deLb,"{'RND': '17', 'KPR': '0.41', 'APR': '0.18', 'FKPR': '', 'KMAX': '7'}","{'RND': '43', 'KPR': '0.77', 'APR': '0.37', 'FKPR': '', 'KMAX': '17'}","{'RND': '43', 'KPR': '0.86', 'APR': '0.19', 'FKPR': '', 'KMAX': '19'}","{'RND': '74', 'KPR': '0.82', 'APR': '0.20', 'FKPR': '', 'KMAX': '25'}","{'RND': '54', 'KPR': '0.85', 'APR': '0.07', 'FKPR': '', 'KMAX': '27'}","{'RND': '20', 'KPR': '1.05', 'APR': '0.15', 'FKPR': '', 'KMAX': '21'}","{'RND': '69', 'KPR': '0.70', 'APR': '0.19', 'FKPR': '', 'KMAX': '19'}"
4881,Spitfires,"{'RND': '17', 'KPR': '0.65', 'APR': '0.18', 'FKPR': '', 'KMAX': '11'}","{'RND': '43', 'KPR': '0.58', 'APR': '0.16', 'FKPR': '', 'KMAX': '16'}","{'RND': '43', 'KPR': '0.93', 'APR': '0.23', 'FKPR': '', 'KMAX': '21'}","{'RND': '74', 'KPR': '0.59', 'APR': '0.15', 'FKPR': '', 'KMAX': '21'}","{'RND': '54', 'KPR': '0.89', 'APR': '0.11', 'FKPR': '', 'KMAX': '27'}","{'RND': '20', 'KPR': '0.85', 'APR': '0.20', 'FKPR': '', 'KMAX': '17'}","{'RND': '69', 'KPR': '0.59', 'APR': '0.19', 'FKPR': '', 'KMAX': '16'}"
3049,sword9,"{'RND': '17', 'KPR': '0.76', 'APR': '0.24', 'FKPR': '', 'KMAX': '13'}","{'RND': '43', 'KPR': '0.60', 'APR': '0.26', 'FKPR': '', 'KMAX': '14'}","{'RND': '43', 'KPR': '0.56', 'APR': '0.42', 'FKPR': '', 'KMAX': '16'}","{'RND': '74', 'KPR': '0.58', 'APR': '0.61', 'FKPR': '', 'KMAX': '17'}","{'RND': '54', 'KPR': '0.59', 'APR': '0.44', 'FKPR': '', 'KMAX': '16'}","{'RND': '20', 'KPR': '0.15', 'APR': '0.70', 'FKPR': '', 'KMAX': '3'}","{'RND': '69', 'KPR': '0.54', 'APR': '0.22', 'FKPR': '', 'KMAX': '15'}"
5009,LuffysaN,"{'RND': '168', 'KPR': '0.59', 'APR': '0.27', 'FKPR': '0.05', 'KMAX': '18'}","{'RND': '18', 'KPR': '0.50', 'APR': '0.00', 'FKPR': '0.00', 'KMAX': '9'}","{'RND': '32', 'KPR': '0.38', 'APR': '0.16', 'FKPR': '0.00', 'KMAX': '6'}","{'RND': '61', 'KPR': '0.56', 'APR': '0.03', 'FKPR': '0.02', 'KMAX': '15'}","{'RND': '74', 'KPR': '0.57', 'APR': '0.26', 'FKPR': '0.04', 'KMAX': '16'}","{'RND': '59', 'KPR': '0.76', 'APR': '0.19', 'FKPR': '0.05', 'KMAX': '21'}","{'RND': '73', 'KPR': '0.68', 'APR': '0.29', 'FKPR': '0.08', 'KMAX': '22'}"
