,,RND,KPR,APR,FKPR,KMAX
sonder,split_stats,51,0.88,0.59,0.18,18
sonder,sunset_stats,93,0.60,0.55,0.05,18
zeek,ascent_stats,26,0.69,0.65,0.00,18
zeek,bind_stats,71,0.86,0.44,0.06,17
zeek,breeze_stats,38,0.66,0.32,0.05,17
zeek,icebox_stats,61,0.49,0.20,0.05,12
zeek,lotus_stats,46,0.59,0.43,0.09,15
zeek,split_stats,55,0.56,0.47,0.05,19
zeek,sunset_stats,17,0.71,0.18,0.00,12
rDeeW,ascent_stats,91,0.78,0.20,0.11,26
rDeeW,bind_stats,40,0.88,0.25,0.10,19
rDeeW,breeze_stats,23,0.39,0.13,0.00,9
rDeeW,lotus_stats,44,0.66,0.16,0.16,16
rDeeW,split_stats,21,0.48,0.33,0.00,10
rDeeW,sunset_stats,19,0.68,0.21,0.21,13
YanLi,ascent_stats,78,0.53,0.63,0.08,17
YanLi,breeze_stats,23,0.83,0.13,0.13,19
YanLi,icebox_stats,67,0.69,0.39,0.04,17
YanLi,lotus_stats,112,0.73,0.25,0.11,26
YanLi,split_stats,44,0.73,0.36,0.16,19
YanLi,sunset_stats,44,0.70,0.18,0.09,23
taka,ascent_stats,44,0.70,0.34,0.09,17
taka,bind_stats,24,0.79,0.67,0.13,19
taka,icebox_stats,20,0.60,0.10,0.20,12
taka,lotus_stats,39,0.95,0.23,0.15,20
taka,split_stats,24,0.75,0.13,0.08,18
citrus,ascent_stats,19,0.84,0.42,0.05,16
citrus,bind_stats,42,0.64,0.45,0.07,16
citrus,icebox_stats,20,0.40,0.40,0.00,8
citrus,lotus_stats,50,0.78,0.16,0.00,20
citrus,split_stats,17,0.29,0.41,0.00,5
mikeE,ascent_stats,93,0.77,0.28,0.04,21
mikeE,bind_stats,19,0.47,0.58,,9
mikeE,breeze_stats,42,0.43,0.24,0.02,12
mikeE,icebox_stats,112,0.74,0.18,0.06,20
mikeE,split_stats,38,0.82,0.16,0.03,19
mikeE,sunset_stats,86,0.92,0.30,0.10,24
Happen,ascent_stats,20,0.75,0.15,0.00,15
Happen,breeze_stats,51,0.75,0.25,0.08,24
Happen,icebox_stats,99,0.99,0.31,0.08,24
Happen,lotus_stats,23,0.57,0.35,0.00,13
Happen,split_stats,70,0.76,0.30,0.07,21
Happen,sunset_stats,36,0.64,0.36,0.08,12
Lateu,ascent_stats,18,0.83,0.11,0.11,15
Lateu,bind_stats,70,0.89,0.29,0.07,26
Lateu,breeze_stats,24,0.71,0.21,0.00,17
Lateu,icebox_stats,17,0.76,0.24,0.24,13
Lateu,lotus_stats,44,0.77,0.27,0.02,22
Lateu,split_stats,73,0.74,0.32,0.12,17
Lateu,sunset_stats,38,0.63,0.50,0.05,12
shirazi,ascent_stats,22,0.64,0.36,0.05,14
shirazi,bind_stats,14,0.79,0.36,0.21,11
shirazi,icebox_stats,31,0.94,0.35,0.10,17
shirazi,lotus_stats,33,0.97,0.27,0.15,21
shirazi,split_stats,22,0.59,0.41,0.18,13
shirazi,sunset_stats,59,0.81,0.22,0.14,16
dth,ascent_stats,44,0.70,0.23,0.07,20
dth,bind_stats,24,1.04,0.33,0.04,25
dth,icebox_stats,20,1.00,0.20,0.15,20
dth,lotus_stats,39,0.95,0.10,0.15,22
dth,split_stats,24,0.83,0.21,0.08,20
Jlerst,ascent_stats,72,0.81,0.26,0.07,21
Jlerst,bind_stats,75,0.75,0.33,0.11,24
Jlerst,breeze_stats,21,0.95,0.05,0.14,20
Jlerst,icebox_stats,21,1.48,0.24,0.14,31
Jlerst,lotus_stats,80,0.65,0.38,0.11,18
Jlerst,split_stats,56,0.66,0.34,0.05,24
Jlerst,sunset_stats,45,0.87,0.27,0.13,24
GON,ascent_stats,52,0.63,0.46,0.08,23
GON,bind_stats,54,0.54,0.28,0.04,18
GON,breeze_stats,88,0.72,0.35,0.07,37
GON,icebox_stats,57,0.77,0.19,0.12,17
GON,lotus_stats,71,0.65,0.44,0.08,18
GON,split_stats,44,0.48,0.41,0.07,13
GON,sunset_stats,34,0.50,0.53,0.00,9
Toki,ascent_stats,66,0.77,0.18,0.21,21
Toki,bind_stats,61,0.80,0.20,0.13,19
Toki,breeze_stats,38,0.63,0.05,0.24,19
Toki,icebox_stats,54,0.69,0.09,0.22,24
Toki,lotus_stats,98,0.70,0.24,0.24,24
Toki,split_stats,108,0.91,0.20,0.25,24
Toki,sunset_stats,104,0.82,0.22,0.22,21
StarBound,ascent_stats,78,0.69,0.17,0.06,18
StarBound,bind_stats,41,0.71,0.22,0.05,19
StarBound,icebox_stats,62,0.87,0.11,0.10,20
StarBound,lotus_stats,52,0.62,0.17,0.10,15
StarBound,split_stats,51,0.63,0.27,0.08,21
StarBound,sunset_stats,93,0.70,0.32,0.09,27
ValdyN,ascent_stats,45,0.53,0.76,0.07,17
ValdyN,bind_stats,56,0.64,0.21,0.05,14
ValdyN,icebox_stats,19,0.89,0.21,0.21,17
ValdyN,lotus_stats,108,0.78,0.38,0.10,23
ValdyN,split_stats,62,0.79,0.21,0.13,20
ValdyN,sunset_stats,85,0.67,0.47,0.05,16
JpL,ascent_stats,22,0.55,0.68,0.14,12
DREAM,ascent_stats,20,0.75,0.65,0.00,15
DREAM,breeze_stats,30,0.97,0.40,0.10,29
vina,ascent_stats,51,0.59,0.59,0.08,15
vina,bind_stats,56,0.64,0.25,0.13,16
vina,breeze_stats,20,0.55,0.20,0.05,11
vina,icebox_stats,23,0.96,0.48,0.17,22
vina,lotus_stats,115,0.57,0.33,0.07,15
vina,split_stats,89,0.45,0.31,0.04,12
vina,sunset_stats,71,0.65,0.44,0.11,20
Carpe,ascent_stats,42,0.62,0.40,0.07,14
Carpe,bind_stats,68,0.54,0.28,0.07,24
Carpe,breeze_stats,22,0.36,0.45,0.00,8
Carpe,lotus_stats,86,0.66,0.40,0.03,17
Carpe,split_stats,18,0.61,0.11,0.17,11
Carpe,sunset_stats,24,0.46,0.29,0.04,11
ban,ascent_stats,21,0.86,0.14,0.14,18
ban,bind_stats,43,0.72,0.40,0.12,17
ban,icebox_stats,19,0.79,0.58,0.05,15
ban,lotus_stats,68,0.68,0.21,0.16,17
Jazzy,ascent_stats,21,0.90,0.19,0.05,19
Jazzy,bind_stats,23,0.30,0.22,0.00,7
Jazzy,breeze_stats,17,0.18,0.12,0.00,3
Jazzy,icebox_stats,22,0.36,0.23,0.00,8
Jazzy,sunset_stats,16,0.19,0.13,0.06,3
tripsy,ascent_stats,46,0.83,0.17,0.17,23
tripsy,bind_stats,24,0.33,0.42,0.08,8
tripsy,lotus_stats,64,0.66,0.16,0.05,16
tripsy,sunset_stats,57,0.56,0.39,0.05,17
Acetics,ascent_stats,22,0.50,0.36,0.05,11
Acetics,lotus_stats,24,0.71,0.13,0.13,17
Acetics,split_stats,23,0.83,0.30,0.00,19
PROFEK,ascent_stats,26,0.69,0.38,0.04,18
PROFEK,bind_stats,71,0.70,0.30,0.07,17
PROFEK,icebox_stats,61,0.74,0.25,0.10,15
PROFEK,lotus_stats,97,0.93,0.31,0.07,33
PROFEK,split_stats,55,0.64,0.35,0.02,19
PROFEK,sunset_stats,17,0.71,0.53,0.18,12
GuhRVN,ascent_stats,42,0.79,0.24,0.07,18
GuhRVN,bind_stats,19,0.68,0.47,0.05,13
GuhRVN,breeze_stats,71,0.55,0.34,0.04,15
GuhRVN,lotus_stats,62,0.47,0.37,0.08,12
GuhRVN,split_stats,103,0.56,0.26,0.05,19
GuhRVN,sunset_stats,99,0.69,0.31,0.16,19
Br1ckzl,ascent_stats,126,0.79,0.42,0.09,26
Br1ckzl,breeze_stats,93,0.85,0.25,0.09,27
Br1ckzl,icebox_stats,123,0.79,0.25,0.07,23
Br1ckzl,lotus_stats,146,0.66,0.45,0.12,25
Br1ckzl,split_stats,126,0.79,0.33,0.11,23
Br1ckzl,sunset_stats,38,0.71,0.29,0.03,15
Mykoz,ascent_stats,74,0.78,0.42,0.11,23
Mykoz,icebox_stats,86,0.62,0.36,0.06,19
Mykoz,lotus_stats,18,0.56,0.44,0.06,10
Mykoz,split_stats,68,0.96,0.37,0.09,25
Mykoz,sunset_stats,26,0.73,0.54,0.04,19
drakoNz,ascent_stats,45,0.62,0.29,0.04,14
drakoNz,bind_stats,42,0.50,0.17,0.07,12
drakoNz,breeze_stats,60,0.62,0.23,0.07,16
drakoNz,icebox_stats,49,0.92,0.35,0.08,30
drakoNz,lotus_stats,92,0.68,0.38,0.10,19
drakoNz,split_stats,40,0.55,0.35,0.10,12
drakoNz,sunset_stats,83,0.60,0.49,0.02,15
Jesmu,ascent_stats,22,0.64,0.55,0.14,14
Jesmu,breeze_stats,19,0.58,0.32,0.11,11
Jesmu,icebox_stats,40,0.85,0.33,0.08,18
Jesmu,lotus_stats,19,0.95,0.16,0.05,18
Jesmu,split_stats,65,0.77,0.45,0.05,22
Jesmu,sunset_stats,135,0.72,0.32,0.06,21
Kongi,ascent_stats,71,0.69,0.20,0.06,24
Kongi,breeze_stats,23,0.65,0.26,0.09,15
Kongi,icebox_stats,107,0.66,0.32,0.07,21
Kongi,split_stats,64,0.72,0.28,0.11,22
Kongi,sunset_stats,42,0.57,0.19,0.05,16
972,ascent_stats,24,0.63,0.38,0.04,15
972,bind_stats,18,0.44,0.67,0.00,8
972,lotus_stats,60,0.60,0.47,0.07,14
972,split_stats,91,0.87,0.37,0.10,28
Blittz,ascent_stats,22,0.68,0.27,0.18,15
Blittz,icebox_stats,39,0.51,0.00,0.08,12
Blittz,lotus_stats,23,0.52,0.26,0.04,12
Blittz,split_stats,22,0.64,0.32,0.18,14
bee,ascent_stats,39,0.87,0.15,0.05,21
bee,icebox_stats,14,1.57,0.21,0.43,22
bee,split_stats,19,1.11,0.16,0.16,21
bee,sunset_stats,17,0.53,0.29,0.06,9
Kira,ascent_stats,37,0.89,0.08,0.05,25
Kira,breeze_stats,16,0.44,0.06,0.06,7
Kira,icebox_stats,43,0.56,0.21,0.16,15
Kira,split_stats,22,0.41,0.05,0.09,9
vizsla,ascent_stats,88,0.73,0.28,0.10,21
vizsla,bind_stats,43,0.58,0.28,0.09,15
vizsla,breeze_stats,23,0.74,0.13,0.09,17
vizsla,icebox_stats,78,0.91,0.14,0.15,23
vizsla,lotus_stats,96,0.66,0.15,0.11,18
vizsla,split_stats,118,0.71,0.26,0.08,36
Minimise,ascent_stats,91,0.76,0.56,0.08,19
Minimise,bind_stats,40,0.65,0.28,0.10,18
Minimise,breeze_stats,23,0.57,0.57,0.13,13
Minimise,lotus_stats,44,0.61,0.25,0.05,18
Minimise,split_stats,21,0.67,0.14,0.05,14
Minimise,sunset_stats,19,0.47,0.21,0.11,9
rAb1q,ascent_stats,87,0.82,0.34,0.08,24
rAb1q,bind_stats,19,0.63,0.53,0.00,12
rAb1q,breeze_stats,30,0.90,0.37,0.03,27
rAb1q,icebox_stats,48,0.52,0.25,0.06,17
rAb1q,lotus_stats,18,0.56,0.06,0.11,10
rAb1q,split_stats,44,0.61,0.20,0.07,15
BiggieCheese,ascent_stats,20,0.50,0.75,0.10,10
BiggieCheese,breeze_stats,23,0.52,0.17,0.04,12
BiggieCheese,icebox_stats,77,0.58,0.19,0.06,18
BiggieCheese,lotus_stats,44,0.82,0.34,0.09,19
BiggieCheese,split_stats,87,0.68,0.31,0.06,19
BiggieCheese,sunset_stats,22,0.82,0.18,0.05,18
deigara,ascent_stats,121,0.75,0.36,0.13,21
deigara,bind_stats,70,0.59,0.31,0.09,14
deigara,breeze_stats,60,0.52,0.45,0.05,13
deigara,icebox_stats,43,0.58,0.14,0.09,13
deigara,split_stats,78,0.45,0.37,0.03,10
deigara,sunset_stats,39,0.59,0.23,0.13,14
Yashi,ascent_stats,21,0.76,0.14,0.19,16
Yashi,split_stats,36,0.67,0.17,0.22,16
Yashi,sunset_stats,16,0.44,0.38,0.06,7
Boni,ascent_stats,54,0.67,0.56,0.06,18
Boni,breeze_stats,41,0.90,0.32,0.20,19
Boni,icebox_stats,46,0.67,0.35,0.04,18
Boni,sunset_stats,38,0.66,0.39,0.03,13
Dep,ascent_stats,48,0.81,0.10,0.17,29
Dep,icebox_stats,21,0.76,0.19,0.10,16
Dep,lotus_stats,40,0.93,0.28,0.18,23
Dep,split_stats,21,0.81,0.10,0.24,17
Dep,sunset_stats,42,0.74,0.33,0.24,17
4Tapping,ascent_stats,20,0.75,0.30,0.00,15
4Tapping,lotus_stats,44,0.80,0.48,0.09,23
4Tapping,split_stats,20,0.35,0.25,0.10,7
volk,ascent_stats,21,0.71,0.24,0.05,15
volk,sunset_stats,15,0.47,0.47,0.00,7
bzt,ascent_stats,88,0.66,0.42,0.06,15
bzt,bind_stats,91,0.67,0.30,0.09,25
bzt,breeze_stats,108,0.70,0.21,0.08,19
bzt,icebox_stats,66,0.65,0.27,0.11,19
bzt,lotus_stats,113,0.67,0.36,0.09,19
bzt,split_stats,47,0.51,0.19,0.09,18
Zellsis,ascent_stats,80,0.58,0.61,0.08,17
Zellsis,bind_stats,91,0.69,0.47,0.03,21
Zellsis,breeze_stats,59,0.53,0.27,0.03,14
Zellsis,icebox_stats,116,0.68,0.16,0.09,19
Zellsis,lotus_stats,161,0.66,0.21,0.07,23
Zellsis,split_stats,190,0.75,0.40,0.10,19
Zellsis,sunset_stats,133,0.56,0.59,0.05,19
tuyz,ascent_stats,63,0.71,0.29,0.05,20
tuyz,bind_stats,45,0.80,0.62,0.04,19
tuyz,breeze_stats,68,0.79,0.51,0.01,22
tuyz,icebox_stats,106,0.61,0.35,0.03,20
tuyz,lotus_stats,39,0.51,0.31,0.03,12
tuyz,split_stats,54,0.48,0.26,0.02,11
tuyz,sunset_stats,118,0.73,0.25,0.08,20
sheween,ascent_stats,16,0.63,0.25,0.06,10
sheween,lotus_stats,14,0.14,0.36,0.00,2
acrian,ascent_stats,41,0.71,0.32,0.07,20
acrian,breeze_stats,23,0.96,0.26,0.17,22
acrian,icebox_stats,93,0.75,0.15,0.08,21
acrian,lotus_stats,23,0.57,0.48,0.04,13
acrian,split_stats,21,1.10,0.24,0.05,23
acrian,sunset_stats,24,0.92,0.08,0.17,22
Near,ascent_stats,43,0.74,0.16,0.07,16
Near,bind_stats,26,0.46,0.35,0.04,12
Near,breeze_stats,59,0.80,0.22,0.14,18
Near,lotus_stats,106,0.72,0.22,0.09,21
Near,split_stats,117,0.79,0.21,0.10,20
Near,sunset_stats,92,0.50,0.21,0.01,17
Xdll,ascent_stats,52,0.77,0.29,0.08,23
Xdll,bind_stats,54,0.76,0.26,0.15,27
Xdll,breeze_stats,88,0.70,0.22,0.10,25
Xdll,icebox_stats,57,0.72,0.32,0.09,15
Xdll,lotus_stats,71,0.86,0.30,0.14,23
Xdll,split_stats,44,1.09,0.41,0.20,24
Xdll,sunset_stats,34,1.00,0.32,0.21,21
lovers rock,ascent_stats,88,0.81,0.15,0.15,24
lovers rock,bind_stats,91,0.81,0.21,0.20,27
lovers rock,breeze_stats,108,0.86,0.15,0.16,32
lovers rock,icebox_stats,66,0.86,0.12,0.20,26
lovers rock,lotus_stats,113,0.68,0.22,0.16,23
lovers rock,split_stats,47,0.60,0.11,0.13,23
Luj,ascent_stats,66,0.76,0.26,0.08,20
Luj,bind_stats,61,0.66,0.34,0.05,18
Luj,breeze_stats,38,0.47,0.21,0.00,11
Luj,icebox_stats,54,0.59,0.19,0.11,20
Luj,lotus_stats,98,0.76,0.30,0.04,21
Luj,split_stats,108,0.63,0.39,0.04,19
Luj,sunset_stats,104,0.84,0.20,0.14,27
Jamppi,ascent_stats,42,0.79,0.24,0.07,22
Jamppi,bind_stats,20,0.35,0.45,0.00,7
Jamppi,icebox_stats,41,0.63,0.20,0.02,14
Jamppi,lotus_stats,53,0.64,0.43,0.11,19
Jamppi,split_stats,42,0.50,0.21,0.10,11
Jamppi,sunset_stats,15,0.67,0.20,0.00,10
LEW,ascent_stats,91,0.78,0.13,0.11,22
LEW,bind_stats,40,0.65,0.20,0.13,15
LEW,breeze_stats,23,0.48,0.00,0.17,11
LEW,lotus_stats,44,0.86,0.25,0.18,23
LEW,split_stats,21,1.19,0.19,0.14,25
LEW,sunset_stats,19,1.53,0.21,0.21,29
Adenina,ascent_stats,22,0.73,0.32,0.05,16
Adenina,bind_stats,22,0.64,0.41,0.05,14
Adenina,breeze_stats,59,0.64,0.44,0.03,19
Adenina,icebox_stats,28,0.64,0.04,0.00,18
Adenina,lotus_stats,68,0.71,0.50,0.04,23
Adenina,split_stats,19,0.37,0.26,0.00,7
Adenina,sunset_stats,39,0.38,0.23,0.05,11
musashi,ascent_stats,42,0.71,0.62,0.10,22
musashi,bind_stats,18,0.67,0.11,0.17,12
musashi,breeze_stats,41,0.83,0.46,0.02,18
musashi,lotus_stats,43,0.67,0.30,0.07,15
musashi,split_stats,79,0.95,0.18,0.14,33
MaiShiu,ascent_stats,88,0.68,0.39,0.10,18
MaiShiu,bind_stats,43,0.65,0.40,0.07,16
MaiShiu,breeze_stats,23,0.61,0.30,0.13,14
MaiShiu,icebox_stats,78,0.67,0.33,0.09,15
MaiShiu,lotus_stats,96,0.64,0.41,0.08,24
MaiShiu,split_stats,118,0.77,0.35,0.09,23
Unique,ascent_stats,22,0.77,0.09,0.05,17
Unique,icebox_stats,23,0.39,0.39,0.00,9
Unique,split_stats,23,0.83,0.22,0.04,19
Unique,sunset_stats,18,0.56,0.06,0.17,10
sheydos,ascent_stats,20,0.85,0.05,0.10,17
sheydos,bind_stats,44,0.57,0.16,0.05,13
sheydos,breeze_stats,36,0.53,0.19,0.03,12
sheydos,icebox_stats,33,0.45,0.09,0.03,9
sheydos,split_stats,22,0.77,0.05,0.05,17
sheydos,sunset_stats,39,0.44,0.13,0.03,10
Juicy,ascent_stats,83,0.82,0.18,0.20,24
Juicy,breeze_stats,80,0.80,0.18,0.18,21
Juicy,icebox_stats,23,0.87,0.13,0.26,20
Juicy,lotus_stats,128,0.78,0.23,0.19,23
Juicy,split_stats,20,0.60,0.05,0.10,12
Juicy,sunset_stats,19,0.63,0.16,0.16,12
Spexleon,ascent_stats,42,0.88,0.38,0.05,23
Spexleon,sunset_stats,24,0.83,0.25,0.08,20
tinchoff,ascent_stats,116,0.75,0.20,0.06,21
tinchoff,bind_stats,20,0.95,0.10,0.05,19
tinchoff,breeze_stats,40,0.75,0.15,0.03,15
tinchoff,icebox_stats,24,0.67,0.17,0.17,16
tinchoff,lotus_stats,37,0.46,0.08,0.03,9
tinchoff,split_stats,118,0.78,0.13,0.12,25
tinchoff,sunset_stats,39,0.62,0.21,0.08,14
mogging,ascent_stats,24,0.67,0.29,0.08,16
mogging,lotus_stats,42,0.88,0.19,0.17,23
mogging,sunset_stats,41,1.15,0.05,0.17,32
ShadoW,ascent_stats,20,0.75,0.35,0.05,15
ShadoW,bind_stats,44,0.43,0.14,0.09,11
ShadoW,breeze_stats,36,0.78,0.14,0.06,18
ShadoW,icebox_stats,33,0.48,0.09,0.06,11
ShadoW,split_stats,22,0.59,0.32,0.00,13
ShadoW,sunset_stats,39,0.36,0.28,0.03,9
Nelo,ascent_stats,86,0.70,0.26,0.15,19
Nelo,breeze_stats,108,0.74,0.14,0.09,34
Nelo,icebox_stats,43,0.56,0.16,0.12,13
Nelo,lotus_stats,84,0.90,0.19,0.14,23
Nelo,split_stats,45,0.76,0.20,0.11,19
Nelo,sunset_stats,45,0.64,0.20,0.09,18
alvar,ascent_stats,81,0.83,0.17,0.07,21
alvar,bind_stats,19,0.58,0.05,0.11,11
alvar,breeze_stats,17,0.59,0.06,0.12,10
alvar,icebox_stats,22,0.86,0.14,0.23,19
alvar,lotus_stats,15,0.67,0.20,0.00,10
alvar,split_stats,80,0.56,0.20,0.06,13
alvar,sunset_stats,14,0.50,0.00,0.14,7
quens1on,ascent_stats,44,0.73,0.27,0.11,19
quens1on,bind_stats,18,0.56,0.67,0.00,10
quens1on,breeze_stats,18,0.94,0.17,0.06,17
quens1on,icebox_stats,46,0.63,0.13,0.09,17
rise,ascent_stats,90,0.70,0.50,0.10,22
rise,bind_stats,19,0.32,0.47,0.00,6
rise,breeze_stats,40,0.50,0.63,0.10,10
rise,icebox_stats,78,0.49,0.26,0.04,12
rise,lotus_stats,48,0.69,0.33,0.08,18
rise,split_stats,34,0.59,0.53,0.09,11
rise,sunset_stats,108,0.64,0.46,0.04,19
sereen,ascent_stats,18,0.78,0.61,0.06,14
sereen,bind_stats,60,0.58,0.40,0.10,15
sereen,icebox_stats,19,0.74,0.26,0.11,14
sereen,lotus_stats,78,0.88,0.21,0.19,21
sereen,split_stats,20,0.95,0.15,0.30,19
sereen,sunset_stats,18,0.50,0.39,0.22,9
Sevkaan,ascent_stats,74,0.77,0.16,0.09,22
Sevkaan,breeze_stats,28,0.86,0.25,0.18,24
Sevkaan,icebox_stats,86,0.64,0.13,0.08,25
Sevkaan,lotus_stats,18,0.83,0.06,0.06,15
Sevkaan,split_stats,90,0.67,0.27,0.09,20
Sevkaan,sunset_stats,26,0.65,0.12,0.12,17
coconut,ascent_stats,74,0.80,0.18,0.11,20
coconut,bind_stats,66,0.82,0.24,0.12,19
coconut,breeze_stats,23,0.96,0.09,0.00,22
coconut,lotus_stats,114,0.84,0.08,0.10,28
coconut,split_stats,20,0.55,0.10,0.00,11
coconut,sunset_stats,62,0.92,0.23,0.16,26
kAzoo,ascent_stats,162,0.75,0.33,0.09,24
kAzoo,bind_stats,56,0.66,0.16,0.09,15
kAzoo,breeze_stats,141,0.68,0.16,0.09,22
kAzoo,icebox_stats,43,0.40,0.30,0.07,11
kAzoo,lotus_stats,219,0.59,0.23,0.03,22
kAzoo,split_stats,106,0.75,0.30,0.16,25
kAzoo,sunset_stats,76,0.83,0.30,0.01,19
askoo,ascent_stats,61,0.64,0.49,0.05,16
askoo,bind_stats,38,0.63,0.26,0.05,13
askoo,breeze_stats,95,0.60,0.47,0.05,25
askoo,icebox_stats,67,0.66,0.39,0.07,21
askoo,lotus_stats,45,0.64,0.40,0.16,16
askoo,split_stats,24,1.04,0.42,0.04,25
askoo,sunset_stats,46,0.59,0.39,0.04,15
punda,ascent_stats,23,0.83,0.09,0.17,19
punda,lotus_stats,22,0.59,0.50,0.09,13
punda,split_stats,24,0.63,0.38,0.08,15
FaNbF4,ascent_stats,39,0.85,0.36,0.18,22
FaNbF4,icebox_stats,38,0.68,0.16,0.24,15
FaNbF4,lotus_stats,24,1.08,0.21,0.29,26
aneXcks,ascent_stats,17,1.12,0.12,0.35,19
aneXcks,icebox_stats,17,0.88,0.18,0.35,15
NSD,ascent_stats,24,0.96,0.08,0.21,23
NSD,breeze_stats,47,0.53,0.13,0.06,13
NSD,split_stats,24,0.67,0.25,0.08,16
NSD,sunset_stats,28,0.68,0.14,0.11,19
Dae,ascent_stats,22,0.59,0.36,0.09,13
Dae,bind_stats,19,0.32,0.16,0.05,6
Dae,lotus_stats,23,0.61,0.13,0.04,14
Dae,split_stats,16,1.25,0.31,0.00,20
Dae,sunset_stats,23,0.48,0.22,0.09,11
Enjoy,ascent_stats,28,0.93,0.11,0.14,26
Enjoy,bind_stats,18,0.67,0.56,0.17,12
Enjoy,breeze_stats,30,1.10,0.13,0.27,33
Alexx,ascent_stats,21,0.76,0.57,0.10,16
Alexx,icebox_stats,20,0.35,0.30,0.05,7
Alexx,lotus_stats,24,0.46,0.42,0.00,11
Cade3k,ascent_stats,17,0.94,0.29,0.12,16
Cade3k,bind_stats,21,1.14,0.14,0.19,24
Cade3k,icebox_stats,20,0.95,0.10,0.10,19
Cade3k,lotus_stats,15,0.53,0.47,0.13,8
Cade3k,split_stats,18,1.17,0.22,0.22,21
Kess,ascent_stats,15,1.07,0.20,0.07,16
Kess,bind_stats,22,1.18,0.18,0.05,26
Kess,icebox_stats,23,1.22,0.13,0.22,28
Kess,lotus_stats,40,0.83,0.40,0.08,17
NOBITA,ascent_stats,66,0.61,0.41,0.08,18
NOBITA,bind_stats,20,0.65,0.40,0.00,13
NOBITA,breeze_stats,28,0.54,0.36,0.04,15
NOBITA,lotus_stats,77,0.69,0.35,0.09,21
NOBITA,split_stats,42,0.64,0.31,0.02,14
NOBITA,sunset_stats,16,1.00,0.31,0.00,16
Z3RO,ascent_stats,24,0.79,0.38,0.04,19
Z3RO,lotus_stats,13,1.00,0.08,0.08,13
Z3RO,split_stats,22,0.95,0.27,0.14,21
SEIDER,ascent_stats,23,0.61,0.30,0.04,14
SEIDER,bind_stats,87,0.61,0.30,0.07,20
SEIDER,breeze_stats,26,0.50,0.23,0.08,13
SEIDER,lotus_stats,51,0.53,0.53,0.02,15
SEIDER,split_stats,62,0.52,0.27,0.03,16
SEIDER,sunset_stats,33,0.70,0.39,0.03,12
KHaaLiD,ascent_stats,44,0.70,0.32,0.05,17
KHaaLiD,bind_stats,31,0.97,0.48,0.10,16
KHaaLiD,breeze_stats,116,0.77,0.28,0.10,22
KHaaLiD,icebox_stats,167,0.76,0.31,0.11,27
KHaaLiD,lotus_stats,112,0.61,0.37,0.10,15
KHaaLiD,split_stats,168,0.74,0.53,0.08,22
KHaaLiD,sunset_stats,123,0.60,0.54,0.02,17
Mikael,ascent_stats,20,0.65,0.40,0.10,13
Mikael,bind_stats,45,0.64,0.42,0.04,17
Mikael,breeze_stats,53,0.77,0.30,0.11,23
Mikael,icebox_stats,51,0.67,0.16,0.16,18
Mikael,lotus_stats,133,0.69,0.34,0.07,22
Mikael,split_stats,63,0.67,0.46,0.05,16
Mikael,sunset_stats,20,0.40,0.55,0.05,8
gabo,ascent_stats,23,0.74,0.09,0.04,17
gabo,bind_stats,46,0.65,0.22,0.07,17
gabo,breeze_stats,18,0.44,0.33,0.06,8
gabo,icebox_stats,20,0.40,0.25,0.00,8
gabo,lotus_stats,77,0.61,0.06,0.12,19
gabo,split_stats,35,0.43,0.03,0.11,11
Neli,ascent_stats,17,0.71,0.41,0.06,12
Neli,breeze_stats,23,0.43,0.30,0.04,10
Neli,lotus_stats,47,0.72,0.34,0.13,19
Mythical,ascent_stats,23,0.74,0.13,0.13,17
Mythical,bind_stats,18,0.61,0.17,0.06,11
Mythical,icebox_stats,47,0.62,0.21,0.09,19
Mythical,lotus_stats,23,0.83,0.17,0.09,19
Akira,ascent_stats,46,0.74,0.39,0.04,19
Akira,bind_stats,24,0.83,0.25,0.13,20
Akira,lotus_stats,64,0.95,0.33,0.11,32
Akira,sunset_stats,57,0.91,0.28,0.07,23
wayne,ascent_stats,83,0.76,0.18,0.04,18
wayne,breeze_stats,80,0.80,0.19,0.09,17
wayne,icebox_stats,23,0.78,0.13,0.17,18
wayne,lotus_stats,128,0.93,0.17,0.15,27
wayne,split_stats,20,0.90,0.30,0.25,18
wayne,sunset_stats,19,0.74,0.26,0.11,14
Cohburg,ascent_stats,83,0.71,0.23,0.17,23
Cohburg,breeze_stats,19,0.79,0.26,0.21,15
Cohburg,icebox_stats,36,0.53,0.22,0.08,10
Cohburg,lotus_stats,48,0.81,0.08,0.13,21
Cohburg,split_stats,39,0.82,0.15,0.13,18
Cohburg,sunset_stats,43,0.67,0.19,0.14,15
SummonHalfa,ascent_stats,22,0.68,0.50,0.05,15
SummonHalfa,lotus_stats,19,0.84,0.42,0.05,16
Daimyo,ascent_stats,38,0.76,0.32,0.05,22
Daimyo,breeze_stats,17,0.29,0.00,0.12,5
Daimyo,icebox_stats,20,0.75,0.55,0.10,15
Daimyo,lotus_stats,40,0.53,0.38,0.00,15
Daimyo,sunset_stats,22,0.82,0.14,0.27,18
speedowka,ascent_stats,86,0.74,0.50,0.09,26
speedowka,breeze_stats,108,0.67,0.39,0.11,24
speedowka,icebox_stats,43,0.49,0.49,0.07,13
speedowka,lotus_stats,84,0.76,0.27,0.04,21
speedowka,split_stats,45,0.69,0.20,0.16,23
speedowka,sunset_stats,45,0.64,0.33,0.04,16
