id,user,ascent_stats,bind_stats,icebox_stats,lotus_stats,split_stats,sunset_stats,breeze_stats
13788,JitBoyS,"{'RND': '21', 'KPR': '0.62', 'APR': '0.29', 'FKPR': '0.14', 'KMAX': '13'}","{'RND': '43', 'KPR': '0.84', 'APR': '0.49', 'FKPR': '0.09', 'KMAX': '20'}","{'RND': '19', 'KPR': '0.68', 'APR': '0.37', 'FKPR': '0.11', 'KMAX': '13'}","{'RND': '68', 'KPR': '0.76', 'APR': '0.26', 'FKPR': '0.07', 'KMAX': '24'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
23062,Surf,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '43', 'KPR': '0.88', 'APR': '0.37', 'FKPR': '0.14', 'KMAX': '23'}","{'RND': '19', 'KPR': '0.74', 'APR': '0.21', 'FKPR': '0.05', 'KMAX': '14'}","{'RND': '44', 'KPR': '0.30', 'APR': '0.11', 'FKPR': '0.00', 'KMAX': '7'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
8137,lenne,"{'RND': '21', 'KPR': '0.71', 'APR': '0.24', 'FKPR': '0.10', 'KMAX': '15'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '24', 'KPR': '0.46', 'APR': '0.58', 'FKPR': '0.04', 'KMAX': '11'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
5129,ban,"{'RND': '21', 'KPR': '0.86', 'APR': '0.14', 'FKPR': '0.14', 'KMAX': '18'}","{'RND': '43', 'KPR': '0.72', 'APR': '0.40', 'FKPR': '0.12', 'KMAX': '17'}","{'RND': '19', 'KPR': '0.79', 'APR': '0.58', 'FKPR': '0.05', 'KMAX': '15'}","{'RND': '68', 'KPR': '0.68', 'APR': '0.21', 'FKPR': '0.16', 'KMAX': '17'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
3980,Governor,"{'RND': '21', 'KPR': '0.24', 'APR': '0.14', 'FKPR': '0.10', 'KMAX': '5'}","{'RND': '43', 'KPR': '0.86', 'APR': '0.07', 'FKPR': '0.23', 'KMAX': '21'}","{'RND': '19', 'KPR': '0.89', 'APR': '0.11', 'FKPR': '0.37', 'KMAX': '17'}","{'RND': '68', 'KPR': '0.62', 'APR': '0.15', 'FKPR': '0.09', 'KMAX': '17'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
25329,B3ar,"{'RND': '21', 'KPR': '0.57', 'APR': '0.62', 'FKPR': '', 'KMAX': '12'}","{'RND': '46', 'KPR': '0.41', 'APR': '0.37', 'FKPR': '', 'KMAX': '10'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.45', 'APR': '0.55', 'FKPR': '', 'KMAX': '11'}","{'RND': '24', 'KPR': '0.33', 'APR': '0.58', 'FKPR': '', 'KMAX': '8'}","{'RND': '28', 'KPR': '0.39', 'APR': '0.61', 'FKPR': '', 'KMAX': '11'}","{'RND': '20', 'KPR': '0.50', 'APR': '0.15', 'FKPR': '', 'KMAX': '10'}"
4885,whzy,"{'RND': '21', 'KPR': '1.19', 'APR': '0.24', 'FKPR': '', 'KMAX': '25'}","{'RND': '46', 'KPR': '0.67', 'APR': '0.20', 'FKPR': '', 'KMAX': '20'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.98', 'APR': '0.15', 'FKPR': '', 'KMAX': '20'}","{'RND': '24', 'KPR': '0.92', 'APR': '0.33', 'FKPR': '', 'KMAX': '22'}","{'RND': '28', 'KPR': '0.68', 'APR': '0.29', 'FKPR': '', 'KMAX': '19'}","{'RND': '20', 'KPR': '0.75', 'APR': '0.20', 'FKPR': '', 'KMAX': '15'}"
40845,Levius,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
4774,Knight,"{'RND': '21', 'KPR': '0.62', 'APR': '0.76', 'FKPR': '', 'KMAX': '13'}","{'RND': '46', 'KPR': '0.61', 'APR': '0.26', 'FKPR': '', 'KMAX': '19'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.85', 'APR': '0.15', 'FKPR': '', 'KMAX': '21'}","{'RND': '24', 'KPR': '0.71', 'APR': '0.13', 'FKPR': '', 'KMAX': '17'}","{'RND': '28', 'KPR': '0.86', 'APR': '0.32', 'FKPR': '', 'KMAX': '24'}","{'RND': '20', 'KPR': '0.80', 'APR': '0.10', 'FKPR': '', 'KMAX': '16'}"
6022,Yosemite,"{'RND': '21', 'KPR': '0.81', 'APR': '0.33', 'FKPR': '', 'KMAX': '17'}","{'RND': '46', 'KPR': '0.87', 'APR': '0.20', 'FKPR': '', 'KMAX': '23'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '1.03', 'APR': '0.30', 'FKPR': '', 'KMAX': '22'}","{'RND': '24', 'KPR': '0.83', 'APR': '0.58', 'FKPR': '', 'KMAX': '20'}","{'RND': '28', 'KPR': '1.00', 'APR': '0.14', 'FKPR': '', 'KMAX': '28'}","{'RND': '20', 'KPR': '0.45', 'APR': '0.15', 'FKPR': '', 'KMAX': '9'}"
3021,Biank,"{'RND': '21', 'KPR': '0.71', 'APR': '0.33', 'FKPR': '', 'KMAX': '15'}","{'RND': '46', 'KPR': '0.48', 'APR': '0.43', 'FKPR': '', 'KMAX': '13'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.73', 'APR': '0.28', 'FKPR': '', 'KMAX': '17'}","{'RND': '24', 'KPR': '0.63', 'APR': '0.46', 'FKPR': '', 'KMAX': '15'}","{'RND': '28', 'KPR': '0.36', 'APR': '0.39', 'FKPR': '', 'KMAX': '10'}","{'RND': '20', 'KPR': '0.50', 'APR': '0.20', 'FKPR': '', 'KMAX': '10'}"
10486,YHchen,"{'RND': '18', 'KPR': '0.17', 'APR': '0.44', 'FKPR': '', 'KMAX': '3'}","{'RND': '48', 'KPR': '0.77', 'APR': '0.19', 'FKPR': '', 'KMAX': '19'}","{'RND': '18', 'KPR': '0.78', 'APR': '0.33', 'FKPR': '', 'KMAX': '14'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '24', 'KPR': '0.50', 'APR': '0.42', 'FKPR': '', 'KMAX': '12'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.75', 'APR': '0.35', 'FKPR': '', 'KMAX': '15'}"
16924,stew,"{'RND': '18', 'KPR': '0.56', 'APR': '0.17', 'FKPR': '', 'KMAX': '10'}","{'RND': '66', 'KPR': '0.83', 'APR': '0.29', 'FKPR': '', 'KMAX': '20'}","{'RND': '44', 'KPR': '0.91', 'APR': '0.16', 'FKPR': '', 'KMAX': '26'}","{'RND': '23', 'KPR': '0.65', 'APR': '0.22', 'FKPR': '', 'KMAX': '15'}","{'RND': '24', 'KPR': '0.92', 'APR': '0.08', 'FKPR': '', 'KMAX': '22'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.45', 'APR': '0.15', 'FKPR': '', 'KMAX': '9'}"
36415,Viva,"{'RND': '18', 'KPR': '0.89', 'APR': '0.50', 'FKPR': '', 'KMAX': '16'}","{'RND': '66', 'KPR': '0.85', 'APR': '0.27', 'FKPR': '', 'KMAX': '23'}","{'RND': '44', 'KPR': '0.70', 'APR': '0.18', 'FKPR': '', 'KMAX': '20'}","{'RND': '23', 'KPR': '0.74', 'APR': '0.35', 'FKPR': '', 'KMAX': '17'}","{'RND': '24', 'KPR': '0.63', 'APR': '0.25', 'FKPR': '', 'KMAX': '15'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.70', 'APR': '0.30', 'FKPR': '', 'KMAX': '14'}"
3519,jkuro,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '44', 'KPR': '0.57', 'APR': '0.32', 'FKPR': '', 'KMAX': '16'}","{'RND': '44', 'KPR': '0.89', 'APR': '0.18', 'FKPR': '', 'KMAX': '21'}","{'RND': '23', 'KPR': '0.61', 'APR': '0.30', 'FKPR': '', 'KMAX': '14'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.80', 'APR': '0.15', 'FKPR': '', 'KMAX': '16'}"
4320,YiHao,"{'RND': '18', 'KPR': '0.17', 'APR': '0.11', 'FKPR': '', 'KMAX': '3'}","{'RND': '40', 'KPR': '0.55', 'APR': '0.63', 'FKPR': '', 'KMAX': '14'}","{'RND': '26', 'KPR': '0.62', 'APR': '0.31', 'FKPR': '', 'KMAX': '16'}","{'RND': '23', 'KPR': '0.61', 'APR': '0.30', 'FKPR': '', 'KMAX': '14'}","{'RND': '24', 'KPR': '0.63', 'APR': '0.46', 'FKPR': '', 'KMAX': '15'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
36668,MarT1n,"{'RND': '18', 'KPR': '0.72', 'APR': '0.22', 'FKPR': '', 'KMAX': '13'}","{'RND': '66', 'KPR': '0.83', 'APR': '0.29', 'FKPR': '', 'KMAX': '21'}","{'RND': '44', 'KPR': '0.66', 'APR': '0.16', 'FKPR': '', 'KMAX': '16'}","{'RND': '23', 'KPR': '0.43', 'APR': '0.04', 'FKPR': '', 'KMAX': '10'}","{'RND': '24', 'KPR': '0.33', 'APR': '0.17', 'FKPR': '', 'KMAX': '8'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.35', 'APR': '0.30', 'FKPR': '', 'KMAX': '7'}"
7870,vanity,"{'RND': '53', 'KPR': '0.45', 'APR': '0.34', 'FKPR': '0.08', 'KMAX': '15'}","{'RND': '44', 'KPR': '0.61', 'APR': '0.43', 'FKPR': '0.11', 'KMAX': '17'}","{'RND': '37', 'KPR': '0.54', 'APR': '0.38', 'FKPR': '0.05', 'KMAX': '10'}","{'RND': '22', 'KPR': '0.45', 'APR': '0.55', 'FKPR': '0.05', 'KMAX': '10'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.65', 'APR': '0.50', 'FKPR': '0.05', 'KMAX': '13'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
7871,Xeppaa,"{'RND': '53', 'KPR': '0.66', 'APR': '0.51', 'FKPR': '0.08', 'KMAX': '26'}","{'RND': '44', 'KPR': '0.52', 'APR': '0.41', 'FKPR': '0.07', 'KMAX': '12'}","{'RND': '37', 'KPR': '0.59', 'APR': '0.68', 'FKPR': '0.11', 'KMAX': '13'}","{'RND': '22', 'KPR': '0.91', 'APR': '0.45', 'FKPR': '0.05', 'KMAX': '20'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.80', 'APR': '0.60', 'FKPR': '0.05', 'KMAX': '16'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
16003,runi,"{'RND': '53', 'KPR': '0.51', 'APR': '0.28', 'FKPR': '0.04', 'KMAX': '21'}","{'RND': '44', 'KPR': '0.66', 'APR': '0.18', 'FKPR': '0.09', 'KMAX': '18'}","{'RND': '37', 'KPR': '0.73', 'APR': '0.14', 'FKPR': '0.08', 'KMAX': '19'}","{'RND': '22', 'KPR': '0.82', 'APR': '0.32', 'FKPR': '0.09', 'KMAX': '18'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '1.00', 'APR': '0.20', 'FKPR': '0.10', 'KMAX': '20'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
7458,moose,"{'RND': '53', 'KPR': '0.49', 'APR': '0.25', 'FKPR': '0.06', 'KMAX': '19'}","{'RND': '44', 'KPR': '0.61', 'APR': '0.09', 'FKPR': '0.07', 'KMAX': '19'}","{'RND': '37', 'KPR': '0.65', 'APR': '0.24', 'FKPR': '0.00', 'KMAX': '14'}","{'RND': '22', 'KPR': '0.45', 'APR': '0.27', 'FKPR': '0.05', 'KMAX': '10'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.35', 'APR': '0.15', 'FKPR': '0.05', 'KMAX': '7'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
18796,OXY,"{'RND': '53', 'KPR': '0.98', 'APR': '0.15', 'FKPR': '0.23', 'KMAX': '35'}","{'RND': '44', 'KPR': '0.89', 'APR': '0.25', 'FKPR': '0.16', 'KMAX': '21'}","{'RND': '37', 'KPR': '1.00', 'APR': '0.08', 'FKPR': '0.32', 'KMAX': '21'}","{'RND': '22', 'KPR': '0.95', 'APR': '0.36', 'FKPR': '0.32', 'KMAX': '21'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '20', 'KPR': '0.65', 'APR': '0.25', 'FKPR': '0.15', 'KMAX': '13'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
1671,kon4n,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.43', 'APR': '0.18', 'FKPR': '0.08', 'KMAX': '14'}","{'RND': '36', 'KPR': '0.67', 'APR': '0.17', 'FKPR': '0.11', 'KMAX': '14'}","{'RND': '15', 'KPR': '0.33', 'APR': '0.33', 'FKPR': '0.07', 'KMAX': '5'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '41', 'KPR': '0.54', 'APR': '0.32', 'FKPR': '0.07', 'KMAX': '14'}"
939,mwzera,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.70', 'APR': '0.20', 'FKPR': '0.18', 'KMAX': '23'}","{'RND': '36', 'KPR': '0.44', 'APR': '0.31', 'FKPR': '0.03', 'KMAX': '10'}","{'RND': '15', 'KPR': '0.40', 'APR': '0.20', 'FKPR': '0.07', 'KMAX': '6'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '41', 'KPR': '0.73', 'APR': '0.20', 'FKPR': '0.10', 'KMAX': '17'}"
8706,havoc,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.65', 'APR': '0.10', 'FKPR': '0.10', 'KMAX': '18'}","{'RND': '36', 'KPR': '0.53', 'APR': '0.14', 'FKPR': '0.03', 'KMAX': '10'}","{'RND': '15', 'KPR': '0.67', 'APR': '0.33', 'FKPR': '0.07', 'KMAX': '10'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '41', 'KPR': '0.51', 'APR': '0.12', 'FKPR': '0.17', 'KMAX': '11'}"
1711,Khalil,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.53', 'APR': '0.23', 'FKPR': '0.03', 'KMAX': '14'}","{'RND': '36', 'KPR': '0.47', 'APR': '0.25', 'FKPR': '0.03', 'KMAX': '14'}","{'RND': '15', 'KPR': '0.47', 'APR': '0.27', 'FKPR': '0.07', 'KMAX': '7'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '41', 'KPR': '0.51', 'APR': '0.20', 'FKPR': '0.07', 'KMAX': '11'}"
725,nzr,"{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '40', 'KPR': '0.63', 'APR': '0.20', 'FKPR': '0.10', 'KMAX': '14'}","{'RND': '36', 'KPR': '0.81', 'APR': '0.31', 'FKPR': '0.00', 'KMAX': '23'}","{'RND': '15', 'KPR': '0.67', 'APR': '0.27', 'FKPR': '0.07', 'KMAX': '10'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '41', 'KPR': '0.61', 'APR': '0.27', 'FKPR': '0.02', 'KMAX': '15'}"
11225,Ethan,"{'RND': '21', 'KPR': '1.29', 'APR': '0.43', 'FKPR': '0.05', 'KMAX': '27'}","{'RND': '17', 'KPR': '0.41', 'APR': '0.35', 'FKPR': '0.00', 'KMAX': '7'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '53', 'KPR': '0.53', 'APR': '0.49', 'FKPR': '0.04', 'KMAX': '15'}","{'RND': '62', 'KPR': '0.55', 'APR': '0.48', 'FKPR': '0.05', 'KMAX': '16'}","{'RND': '60', 'KPR': '0.70', 'APR': '0.27', 'FKPR': '0.08', 'KMAX': '19'}"
4,crashies,"{'RND': '21', 'KPR': '0.48', 'APR': '0.29', 'FKPR': '0.10', 'KMAX': '10'}","{'RND': '17', 'KPR': '0.35', 'APR': '0.06', 'FKPR': '0.00', 'KMAX': '6'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '53', 'KPR': '0.64', 'APR': '0.36', 'FKPR': '0.06', 'KMAX': '14'}","{'RND': '62', 'KPR': '0.74', 'APR': '0.21', 'FKPR': '0.03', 'KMAX': '22'}","{'RND': '60', 'KPR': '0.73', 'APR': '0.23', 'FKPR': '0.05', 'KMAX': '18'}"
261,Victor,"{'RND': '21', 'KPR': '0.76', 'APR': '0.10', 'FKPR': '0.10', 'KMAX': '16'}","{'RND': '17', 'KPR': '0.41', 'APR': '0.35', 'FKPR': '0.12', 'KMAX': '7'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '53', 'KPR': '1.00', 'APR': '0.19', 'FKPR': '0.08', 'KMAX': '26'}","{'RND': '62', 'KPR': '0.61', 'APR': '0.15', 'FKPR': '0.08', 'KMAX': '19'}","{'RND': '60', 'KPR': '0.87', 'APR': '0.18', 'FKPR': '0.12', 'KMAX': '24'}"
263,Marved,"{'RND': '21', 'KPR': '0.38', 'APR': '0.43', 'FKPR': '0.05', 'KMAX': '8'}","{'RND': '17', 'KPR': '0.94', 'APR': '0.06', 'FKPR': '0.12', 'KMAX': '16'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '53', 'KPR': '0.75', 'APR': '0.30', 'FKPR': '0.08', 'KMAX': '15'}","{'RND': '62', 'KPR': '0.66', 'APR': '0.24', 'FKPR': '0.06', 'KMAX': '22'}","{'RND': '60', 'KPR': '0.78', 'APR': '0.27', 'FKPR': '0.10', 'KMAX': '21'}"
26171,Demon1,"{'RND': '21', 'KPR': '0.76', 'APR': '0.14', 'FKPR': '0.19', 'KMAX': '16'}","{'RND': '17', 'KPR': '0.41', 'APR': '0.18', 'FKPR': '0.12', 'KMAX': '7'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': '53', 'KPR': '0.77', 'APR': '0.19', 'FKPR': '0.15', 'KMAX': '17'}","{'RND': '62', 'KPR': '0.68', 'APR': '0.16', 'FKPR': '0.16', 'KMAX': '19'}","{'RND': '60', 'KPR': '0.80', 'APR': '0.22', 'FKPR': '0.25', 'KMAX': '21'}"
4927,NaturE,"{'RND': '20', 'KPR': '0.55', 'APR': '0.50', 'FKPR': '0.15', 'KMAX': '11'}","{'RND': '24', 'KPR': '1.00', 'APR': '0.58', 'FKPR': '0.08', 'KMAX': '24'}","{'RND': '36', 'KPR': '0.61', 'APR': '0.31', 'FKPR': '0.03', 'KMAX': '14'}","{'RND': '84', 'KPR': '0.76', 'APR': '0.20', 'FKPR': '0.05', 'KMAX': '24'}","{'RND': '17', 'KPR': '0.53', 'APR': '0.24', 'FKPR': '0.00', 'KMAX': '9'}","{'RND': '62', 'KPR': '0.52', 'APR': '0.47', 'FKPR': '0.00', 'KMAX': '15'}","{'RND': '22', 'KPR': '0.59', 'APR': '0.09', 'FKPR': '0.14', 'KMAX': '13'}"
1533,Derrek,"{'RND': '20', 'KPR': '0.75', 'APR': '0.50', 'FKPR': '0.05', 'KMAX': '15'}","{'RND': '24', 'KPR': '0.58', 'APR': '0.25', 'FKPR': '0.04', 'KMAX': '14'}","{'RND': '36', 'KPR': '0.44', 'APR': '0.14', 'FKPR': '0.08', 'KMAX': '8'}","{'RND': '84', 'KPR': '0.57', 'APR': '0.32', 'FKPR': '0.04', 'KMAX': '15'}","{'RND': '17', 'KPR': '0.47', 'APR': '0.41', 'FKPR': '0.06', 'KMAX': '8'}","{'RND': '62', 'KPR': '0.81', 'APR': '0.24', 'FKPR': '0.08', 'KMAX': '20'}","{'RND': '22', 'KPR': '0.73', 'APR': '0.00', 'FKPR': '0.05', 'KMAX': '16'}"
826,supamen,"{'RND': '20', 'KPR': '0.95', 'APR': '0.60', 'FKPR': '0.20', 'KMAX': '19'}","{'RND': '24', 'KPR': '0.71', 'APR': '0.08', 'FKPR': '0.25', 'KMAX': '17'}","{'RND': '36', 'KPR': '0.42', 'APR': '0.11', 'FKPR': '0.03', 'KMAX': '8'}","{'RND': '84', 'KPR': '0.68', 'APR': '0.35', 'FKPR': '0.10', 'KMAX': '18'}","{'RND': '17', 'KPR': '0.53', 'APR': '0.24', 'FKPR': '0.12', 'KMAX': '9'}","{'RND': '62', 'KPR': '0.53', 'APR': '0.19', 'FKPR': '0.08', 'KMAX': '20'}","{'RND': '22', 'KPR': '0.68', 'APR': '0.05', 'FKPR': '0.18', 'KMAX': '15'}"
5188,Apoth,"{'RND': '20', 'KPR': '0.80', 'APR': '0.35', 'FKPR': '0.05', 'KMAX': '16'}","{'RND': '24', 'KPR': '0.92', 'APR': '0.42', 'FKPR': '0.00', 'KMAX': '22'}","{'RND': '36', 'KPR': '0.56', 'APR': '0.19', 'FKPR': '0.03', 'KMAX': '18'}","{'RND': '84', 'KPR': '0.63', 'APR': '0.24', 'FKPR': '0.10', 'KMAX': '19'}","{'RND': '17', 'KPR': '0.65', 'APR': '0.12', 'FKPR': '0.00', 'KMAX': '11'}","{'RND': '62', 'KPR': '0.61', 'APR': '0.10', 'FKPR': '0.15', 'KMAX': '17'}","{'RND': '22', 'KPR': '0.27', 'APR': '0.09', 'FKPR': '0.14', 'KMAX': '6'}"
3993,jawgemo,"{'RND': '20', 'KPR': '1.05', 'APR': '0.35', 'FKPR': '0.15', 'KMAX': '21'}","{'RND': '24', 'KPR': '0.33', 'APR': '0.17', 'FKPR': '0.04', 'KMAX': '8'}","{'RND': '36', 'KPR': '0.72', 'APR': '0.11', 'FKPR': '0.19', 'KMAX': '17'}","{'RND': '84', 'KPR': '0.79', 'APR': '0.11', 'FKPR': '0.19', 'KMAX': '29'}","{'RND': '17', 'KPR': '0.47', 'APR': '0.06', 'FKPR': '0.12', 'KMAX': '8'}","{'RND': '62', 'KPR': '0.68', 'APR': '0.11', 'FKPR': '0.18', 'KMAX': '22'}","{'RND': '22', 'KPR': '0.45', 'APR': '0.18', 'FKPR': '0.05', 'KMAX': '10'}"
4382,sScary,"{'RND': '17', 'KPR': '0.53', 'APR': '0.71', 'FKPR': '0.12', 'KMAX': '9'}","{'RND': '20', 'KPR': '0.75', 'APR': '0.30', 'FKPR': '0.10', 'KMAX': '15'}","{'RND': '37', 'KPR': '0.73', 'APR': '0.22', 'FKPR': '0.08', 'KMAX': '16'}","{'RND': '59', 'KPR': '1.02', 'APR': '0.27', 'FKPR': '0.15', 'KMAX': '26'}","{'RND': '20', 'KPR': '0.80', 'APR': '0.35', 'FKPR': '0.10', 'KMAX': '16'}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}","{'RND': 0, 'KPR': 0, 'APR': 0, 'FKPR': 0, 'KMAX': 0}"
